row_id,mRID,length,Location mRID,PositionPoints
11,63a7e9b2-27a7-445e-8050-324c898784a2,366.8150761,b7443ea4-aea1-4e45-9135-41e80915e4f5,"MultiLineString ((143.53481476100000691 -38.33480607400002782, 143.53410267899994324 -38.3323171779999825, 143.53390855600002851 -38.33157961599999908))"
12,22fbe943-0401-40a9-9f28-239583c2f199,43.33386852,902df2f4-15ad-489e-ae8c-76b523e47abe,"MultiLineString ((143.53547815399997489 -38.33475538699997287, 143.53544373700003689 -38.33461959499999239, 143.53549467799996364 -38.33457808700001124, 143.53572724799994376 -38.33451366399998506))"
13,6f2ec488-de40-4127-b111-ef18f012d9dc,302.5912897,c9d13eec-a363-454a-b930-7bcb7d587f36,"MultiLineString ((143.53547815399997489 -38.33475538699997287, 143.53892285599999923 -38.33449210700001686))"
14,4ffcb5f9-9c5f-475f-ab6e-4db0b1d9e307,176.9453752,763682ca-559e-427e-8028-d67d72322c44,"MultiLineString ((143.54492038499995488 -38.33459580599998162, 143.54694062199996551 -38.33469048000000612))"
15,e6406690-7043-49de-a361-5ca5653a7da4,525.5267517,122783fb-7d0d-41aa-ab1d-8d642a186bbd,"MultiLineString ((143.53892285599999923 -38.33449210700001686, 143.53933823199997732 -38.33446203900001592, 143.5399506429999974 -38.33441422399999965, 143.54068712000002961 -38.33439550700001064, 143.54137219999995523 -38.33441604699999061, 143.54197858"
16,313d5f76-93e0-4e54-b870-1d5642589fbe,36.18785571,2217447d-f8dd-4262-9edd-514ba91e780c,"MultiLineString ((143.53568179599994892 -38.33419090500001403, 143.53570608799998354 -38.33446095900001183, 143.53572724799994376 -38.33451366399998506))"
17,0a46b1b2-1df2-435c-93c7-b81fc34a7b39,51.74293698,00d9cc35-e751-4f3e-aaf3-5604dc2f31ef,"MultiLineString ((143.53572724799994376 -38.33451366399998506, 143.53577696100001049 -38.3344998970000006, 143.53592142100001183 -38.33446215300000404, 143.53617599100005009 -38.33443365199997288, 143.53630338499999652 -38.33441413200000625))"
18,f3938818-6299-4faf-a10e-cd027a2ae613,28.06298577,ce37f1d7-9208-46d6-8f8d-6b003c984ef8,"MultiLineString ((143.5362934029999451 -38.33416144099999201, 143.53630338499999652 -38.33441413200000625))"
19,04c68df6-47bd-4096-936d-90322315b7f5,199.597221,d3aa0afd-cd88-4461-a178-56cc98ac2583,"MultiLineString ((143.53630338499999652 -38.33441413200000625, 143.53656680599999618 -38.33439449399998011, 143.53683439199994609 -38.33436366299997644, 143.53718970399995669 -38.33434682000000748, 143.53728993000004266 -38.33433158299999377, 143.5373213"
20,8761ab1e-e22c-45c7-b632-655a11c35f53,40.93744012,43627794-5337-458e-838d-3b97c8672756,"MultiLineString ((143.53568179599994892 -38.33419090500001403, 143.53521547499997268 -38.33422407299997303))"
21,3cab88a7-2221-4143-b5b3-dddb3ac2c0f6,53.66807498,6caef6ea-e80a-4115-9bc5-bd9f378e5095,"MultiLineString ((143.5362934029999451 -38.33416144099999201, 143.53617031600003884 -38.33415606800002706, 143.53588908599999741 -38.3341740120000054, 143.53568179599994892 -38.33419090500001403))"
22,d17fe7a3-9316-4aac-b4e9-d426bfbf5c6d,150.8627207,5f0a6886-54fe-4947-820a-4f133c9718e3,"MultiLineString ((143.55232942199995705 -38.33413552799999025, 143.55129986999997982 -38.33304488800001764))"
23,7a056c80-b483-4778-a2ef-e5abbc5ee506,115.6584622,976c7af5-12b6-4e28-b245-61c46f3f3502,"MultiLineString ((143.55232942199995705 -38.33413552799999025, 143.553612027999975 -38.33391448600002605, 143.55362173299999995 -38.33391301699998621))"
24,5972ad9a-dbf4-4d8b-a37b-e42f68b0d506,74.80449366,432b94f0-d48d-4e78-aa26-e390034821ae,"MultiLineString ((143.55362173299999995 -38.33391301699998621, 143.55318719900003543 -38.33333250800001224))"
25,d2a42408-22fc-42eb-9dec-ca7c06772185,177.0686698,daec34ac-5fcd-454b-938e-475b4a15002e,"MultiLineString ((143.55129986999997982 -38.33304488800001764, 143.55298726000000897 -38.3321628310000051))"
26,27d45dd2-f5fb-48ae-aaf8-515d2a21dd2b,902.0793792,84e68419-2bf5-450f-ac02-c8daf3caf2e5,"MultiLineString ((143.55129986999997982 -38.33304488800001764, 143.55065373900004033 -38.33230752100001837, 143.54742217299997264 -38.32869169800000009, 143.54657867799994619 -38.32765226599997277, 143.54542032699998799 -38.32636843000000226))"
27,6f7db734-b186-4f4d-9752-815603fd7373,289.2073158,6fa12c82-2dfa-49a8-b546-9c29d8022614,"MultiLineString ((143.53390855600002851 -38.33157961599999908, 143.53347187300005317 -38.33016949500000692, 143.53314483700000892 -38.32904467800000248))"
28,16be3b0b-d5d5-4b8c-bdfa-96439c3d9da5,179.0048561,ff5dfbdb-0c97-4666-91ec-369deb8244c7,"MultiLineString ((143.53314483700000892 -38.32904467800000248, 143.53517387800002325 -38.32883034100001396))"
29,1549c543-ff2f-4499-b5b0-cb81cf9c73a6,197.8918095,7f9fb4f4-58c9-47ef-adb1-1f53c6c2a882,"MultiLineString ((143.53314483700000892 -38.32904467800000248, 143.53288529700000709 -38.32821918600001254, 143.53261145099997975 -38.32731215100000099))"
30,e06ff79e-aa95-4cf7-abe3-f92917b60f2d,376.6319273,28a46fad-973e-4364-ad49-d5315c7a5940,"MultiLineString ((143.53261145099997975 -38.32731215100000099, 143.53136183300000539 -38.32736298700001498, 143.53071805100000802 -38.3272961619999819, 143.52954917099998511 -38.32699834700002839, 143.52845322200005285 -38.32665776999999707))"
31,be00739e-88ff-4e90-9738-47fb6a02f6b6,426.8499315,ad76f5cc-1c3a-48e6-a5b8-7e5df9c7eca2,"MultiLineString ((143.53261145099997975 -38.32731215100000099, 143.53219598400005452 -38.32595469199998206, 143.53202867899994999 -38.32533689799998911, 143.53172507399995084 -38.32399064100002306, 143.53164273000004414 -38.32354532499999777))"
32,382868e0-058f-440a-81b9-2c9b4142491e,410.3190003,51dac428-4ae3-41d2-bf5c-918f054efd92,"MultiLineString ((143.54542032699998799 -38.32636843000000226, 143.54589034599996467 -38.32627335099999755, 143.54636475600000267 -38.32613748500000384, 143.54734728599999016 -38.32586454099998718, 143.54747936100000061 -38.32579372499998271, 143.5476210"
33,42d86e9e-3cca-4e60-96b3-bbc19a92ad20,1164.150578,9ed3c5f5-19f1-4ae3-b2f3-e563020eebf9,"MultiLineString ((143.54542032699998799 -38.32636843000000226, 143.54235693099997206 -38.32297288699999172, 143.54154525299998113 -38.32218951400000151, 143.53725686099994618 -38.31918528199997809, 143.53689670999995087 -38.31884254900000997, 143.5366697"
34,52e9d5a0-d3d3-4114-857d-25af48bae6e6,383.1783419,eb0588a4-1a3c-42eb-90ad-65e9b81c32ef,"MultiLineString ((143.53164273000004414 -38.32354532499999777, 143.53019259899997451 -38.32372469099999535, 143.52931307300002572 -38.32381493399998362, 143.52865789299994503 -38.32400194500002044, 143.52828529400005664 -38.32412231500001099, 143.5280577"
35,3d893a11-9920-4234-8541-4f2fcabffdc8,281.7572877,2ffa6f8d-4966-4633-a316-eca25a5a6514,"MultiLineString ((143.53164273000004414 -38.32354532499999777, 143.53119175599999835 -38.32103201600000375))"
36,c450191b-8d83-42a5-97e2-a6ccb2dd767f,485.7527694,6ea92bc5-e68a-4cb3-8cad-c2551d783b33,"MultiLineString ((143.53119175599999835 -38.32103201600000375, 143.52933510299999398 -38.32123322199998938, 143.52875431300003584 -38.3212598090000256, 143.52708399200002987 -38.32143987099999549, 143.52677561899997727 -38.32142435499997646, 143.52632265"
37,c807bfaa-4f79-44be-af3a-0a2ec4ef6dda,357.3862297,1a4df2d3-9c35-4249-8dad-b66507092565,"MultiLineString ((143.53119175599999835 -38.32103201600000375, 143.53060091899999406 -38.31784621899998911))"
38,0a63a73f-0b45-4299-93ae-266a33a9a262,95.92234343,9fe9a024-8b14-45cd-acba-770e03e7d2cb,"MultiLineString ((143.57077981899999486 -38.33716079399999899, 143.57183694299999388 -38.33739207500002522))"
39,72e2b4d1-50ec-44d4-8b52-8d662400c650,75.43601731,f2d809b5-bf05-44a2-9972-7d539f889f0e,"MultiLineString ((143.56859544600001755 -38.34271003800000699, 143.56863323300001412 -38.34249344800002746, 143.56871290499998395 -38.34203677800002197))"
40,9fa91903-ba66-4331-927e-30001e29c849,263.8689316,6463e611-0380-43d1-83bd-bddc70b84a8e,"MultiLineString ((143.57033864699997139 -38.33951239700002134, 143.57077981899999486 -38.33716079399999899))"
41,3e86b3c8-025a-422a-9624-0cb0df8da44f,102.6656584,e6519268-5408-443a-878c-73a64570b3ee,"MultiLineString ((143.56917600500003118 -38.3393823179999913, 143.57033864699997139 -38.33951239700002134))"
42,e38cb81f-31f5-4fca-bdb5-1c2808945973,163.3636417,a5008ffe-9590-40f4-a9ba-a1f87cdec83e,"MultiLineString ((143.57016433000001143 -38.33623585899999853, 143.5720123840000042 -38.33645304499998474))"
43,f91554e2-370d-4541-a752-53f32857af8c,193.0469081,2858cd5e-dd61-47c3-b0b7-2658597c824d,"MultiLineString ((143.56871290499998395 -38.34203677800002197, 143.5690134640000224 -38.34031384799999387))"
44,2d34b7a6-3aec-44e0-a0a7-daedaabb870d,155.246311,636b7dfc-5d83-41f2-9d40-a7942f04a0be,"MultiLineString ((143.56871290499998395 -38.34203677800002197, 143.56747579299997142 -38.34189966700000696, 143.56701369600000362 -38.3419340070000203, 143.56695200700005444 -38.34192685300001813))"
45,cba5b660-4acd-4880-be63-dc5b3b7f0f1e,104.3744116,07a29531-426a-4628-8766-64e5ccf5f7cf,"MultiLineString ((143.5690134640000224 -38.34031384799999387, 143.56917600500003118 -38.3393823179999913))"
46,b413e0c9-8544-4f22-ab4e-e5b2324150a0,69.25511101,3cb27400-b641-48c7-8966-bb0d494b1666,"MultiLineString ((143.57077981899999486 -38.33716079399999899, 143.5700193569999783 -38.3369861460000152))"
47,a13b8cb3-124a-4a1e-957d-f3a5811567fa,70.34162296,69cf8329-374f-4db5-9a0a-fe06749d2aec,"MultiLineString ((143.56837941599997066 -38.33929321199997275, 143.56917600500003118 -38.3393823179999913))"
48,2ad7b2c8-5881-4265-813d-6e04af69deaa,277.2049415,60787b24-3ba9-48a2-b885-f2ab68655d15,"MultiLineString ((143.56917600500003118 -38.3393823179999913, 143.56943053500003771 -38.33785861699999487, 143.56958959500002493 -38.33690637799998058))"
49,fcf205bf-91da-41f3-8436-171461596cb1,38.60290046,2b85f3f4-1c39-4263-b9f5-cfec7fdcaef8,"MultiLineString ((143.5700193569999783 -38.3369861460000152, 143.56958959500002493 -38.33690637799998058))"
50,89a7af0e-6e0a-45bd-bd3b-7360ed2479d2,84.24297012,043ab763-aca4-49f4-ad6a-dde37bf6a049,"MultiLineString ((143.57016433000001143 -38.33623585899999853, 143.5700193569999783 -38.3369861460000152))"
51,f3ebaac2-05d4-43fb-898b-8782ad276937,80.09599197,4fb8969e-ce2e-49a7-befa-55c4e0f85175,"MultiLineString ((143.56837941599997066 -38.33929321199997275, 143.56829949099994792 -38.33970926900002496, 143.56829240000001846 -38.33974878800000852, 143.56828018700002758 -38.33978752399997347, 143.56826282899999114 -38.33982501999997794, 143.5682406"
52,2583aabd-5655-4d54-92f5-a085dffc2c24,365.1474603,d6dc6525-5ba0-450f-8120-c0c7b7592e66,"MultiLineString ((143.56695200700005444 -38.34192685300001813, 143.56653552700004184 -38.34187855499999387, 143.56567863299994769 -38.3417823209999824, 143.56460981299994728 -38.3416583569999716, 143.56415150400005132 -38.34160535699999173, 143.564113734"
53,e5786765-2772-4e9c-8001-1dd920064610,316.2007256,7800baab-ff6b-4816-ac58-22f63e2ef313,"MultiLineString ((143.56455243699997482 -38.34082439000002296, 143.56678447199999482 -38.34106917600001907, 143.56708960900004968 -38.34110292799999797, 143.56695200700005444 -38.34192685300001813))"
54,92ad1f70-6fdc-4292-aebc-97dd44d4fc05,31.40316109,493da80a-a44c-40f0-b12c-2195fd72e6e7,"MultiLineString ((143.56802378700001555 -38.33925344199997198, 143.56837941599997066 -38.33929321199997275))"
55,4be5e78c-8b24-48bf-a38f-3ab97ad2f7aa,9.981378792,f5eb1339-2c3d-4176-921a-564f03824ee1,"MultiLineString ((143.56947666999997182 -38.33689315899999883, 143.56958959500002493 -38.33690637799998058))"
56,c06d5a1d-f5d4-4230-a5b9-8d8b7c2e7fda,101.5346906,03bb67f6-a67c-4824-8521-a2de89c97855,"MultiLineString ((143.56832871200003865 -38.33675878700000794, 143.5688644709999835 -38.33680470699999887, 143.56947666999997182 -38.33689315899999883))"
57,21a0b9b4-4af0-4bc6-8493-d9d01142b5e2,215.0444988,7a62563c-9f77-4c6f-a3d6-832c64e17188,"MultiLineString ((143.56983512199997222 -38.33497655399997939, 143.56947666999997182 -38.33689315899999883))"
58,1d4752b9-9880-4d31-8404-fc4680423b9d,181.756605,b9b92a35-2443-4e46-86f5-e55ed002b05c,"MultiLineString ((143.56596548799996071 -38.33902313499999082, 143.56802378700001555 -38.33925344199997198))"
59,c5c1cf8a-b2be-4782-baab-453d54bc13a0,164.7493521,56f14a90-4214-4780-a778-72e1d90018a6,"MultiLineString ((143.56802378700001555 -38.33925344199997198, 143.56826516000000993 -38.33778147800001079))"
60,c78b6b4e-4cac-4bf7-a792-b8a153f732c1,88.27067684,fc391c4f-518d-4f6f-8c15-61ea50824a96,"MultiLineString ((143.56826516000000993 -38.33778147800001079, 143.56726586100000986 -38.33766797200001974))"
61,4e251532-1385-4408-b63a-9da7bb0a5fcb,423.8792893,7ab81b25-bb62-444a-91b5-9811467815c3,"MultiLineString ((143.56832871200003865 -38.33675878700000794, 143.56905752900001971 -38.33298354700002619))"
62,9d66d0a6-aa1b-4b5f-b303-a78e6f260fe3,93.91416949,64b9070c-4c27-4d5f-8a55-ff057fcfed62,"MultiLineString ((143.56726541000000452 -38.33663873000000422, 143.56726715599995714 -38.33663893099998177, 143.56832871200003865 -38.33675878700000794))"
63,264265ff-d650-4d94-89f7-52a99a474873,100.1142917,b9ca0ee6-87b4-46a8-857c-b716c8dec9da,"MultiLineString ((143.56726586100000986 -38.33766797200001974, 143.56711735999999746 -38.33856226299997161))"
64,f3875743-30f3-41e7-9188-fd1f8276d440,92.62927831,dccbfd31-246f-4873-8d9e-3fd01606eaeb,"MultiLineString ((143.56726586100000986 -38.33766797200001974, 143.56621720199996162 -38.33754896300001747))"
65,bb5676f6-cd20-4758-b8b5-3c0537e812cf,165.1105007,22e1fa64-76e7-4bea-94e6-4cbd78957c0f,"MultiLineString ((143.56621720199996162 -38.33754896300001747, 143.56596548799996071 -38.33902313499999082))"
66,6286001e-73e2-4ebd-8b1f-6d5804f19e00,119.5348024,af43463a-8091-4e59-b3d7-1de75ef9e788,"MultiLineString ((143.56461183099997925 -38.33887162100000978, 143.56596548799996071 -38.33902313499999082))"
67,77089587-c0be-47e8-8f1d-ee5de2cf86d6,424.3154311,a93fa4b5-91f3-4513-9839-3cdf083ea4d1,"MultiLineString ((143.56726541000000452 -38.33663873000000422, 143.56797072200004095 -38.33285675000001902))"
68,05ce6fac-caf5-4153-bebd-fda1f452c911,79.08660802,c4005d21-4530-48b3-95fc-1a2f64cde263,"MultiLineString ((143.56637054600003012 -38.33653460800002222, 143.56726541000000452 -38.33663873000000422))"
69,ebf3706d-511b-47c0-821a-4267f4f25f89,113.3916652,a2bca72b-dc19-432c-b48d-f0ca651e74bd,"MultiLineString ((143.56637054600003012 -38.33653460800002222, 143.56628513500004374 -38.33710075699997333, 143.56621720199996162 -38.33754896300001747))"
70,7def33a4-02a6-4f93-9aed-1e9d6a6f6b63,229.7161209,a34899f1-43bb-43b3-af7b-78c0100cfd75,"MultiLineString ((143.56637054600003012 -38.33653460800002222, 143.56586482199998045 -38.33647098000000142, 143.56376946099999259 -38.33624275300002182))"
71,6a773e5a-f0a9-476c-83f2-198d2363d740,179.3449839,eaf9aed5-028b-4d1e-9033-dc82958ace8c,"MultiLineString ((143.56461183099997925 -38.33887162100000978, 143.56487480999999207 -38.3372692739999934))"
72,6a53edad-e9d4-43c8-9e68-c6adfc1f5adc,89.09215582,12a59f1d-aaed-4859-99ba-b7914b858cc6,"MultiLineString ((143.56360499000004438 -38.33874776200002543, 143.56461183099997925 -38.33887162100000978))"
73,5002f577-d801-49c4-b94e-d336aeefb39d,893.1430425,fe071d4b-ef56-4ac0-8a7c-865de819cf28,"MultiLineString ((143.55928867700004048 -38.34165571300002284, 143.55928326100001868 -38.34168634999997494, 143.55826938300003803 -38.3469244880000133, 143.55781306500000483 -38.34961714999997184))"
74,c691b00f-ac0d-43be-8c8b-d53682367249,190.8744654,0412f3ef-4ae0-42eb-96b4-1f9dc2f92c21,"MultiLineString ((143.56360499000004438 -38.33874776200002543, 143.56324232800000118 -38.33870812800000749, 143.56313010199994551 -38.33871211799998946, 143.56306439499996941 -38.33875603799998544, 143.56301900699997987 -38.33886830599999485, 143.5628908"
75,dd8277e9-1254-47a7-b80c-8a5757ec30fd,305.4639174,1b38be13-06b4-4ae2-9b85-d99b10479ad3,"MultiLineString ((143.56376946099999259 -38.33624275300002182, 143.56030860600003507 -38.33586570400001392))"
76,0ad01664-e24e-47a5-b6ef-947b4fc89462,317.5300058,d6c5f691-6177-4529-8ec4-895a8ee482c7,"MultiLineString ((143.56376946099999259 -38.33624275300002182, 143.56403786099997433 -38.33480507699999862, 143.56422995100001572 -38.33386503700000958, 143.56424542199999905 -38.33369142399999419, 143.56414562999998452 -38.33361688999997341, 143.5641389"
77,ecc42a75-705e-4d9f-978c-a22c3c765d53,34.92057558,f399257e-6bbb-4274-8472-76eee8ae0acd,"MultiLineString ((143.55934357599994655 -38.34134410699999762, 143.55928867700004048 -38.34165571300002284))"
78,092a09f2-9ed9-4513-b957-b8f7b567fbf0,55.54834468,7d738dd3-7fd7-4530-8274-3e48c874a7fa,"MultiLineString ((143.55943091599999661 -38.34084843499999806, 143.55940410899995641 -38.34100059700000429, 143.55934357599994655 -38.34134410699999762))"
79,4f837724-73d7-418c-978d-6646fe5af56a,558.3950315,153ef3ec-d61f-41bb-a0a2-17a4bd96dc17,"MultiLineString ((143.56030860600003507 -38.33586570400001392, 143.56016143399995144 -38.33670094199999312, 143.55987261099994612 -38.33834077300002718, 143.55943091599999661 -38.34084843499999806))"
80,b3720a3a-59f6-4669-b675-bd8c0ed98ab5,778.1249766,05189aec-3949-4af6-aab1-d25005976d15,"MultiLineString ((143.56157451499996114 -38.3289270249999845, 143.56030860600003507 -38.33586570400001392))"
81,c617ba22-937f-4d02-ba53-2e02a22e65f9,244.2020405,c4804e2c-1dc8-4231-a9ff-be205f4da420,"MultiLineString ((143.5575415770000518 -38.33556583600000067, 143.56030860600003507 -38.33586570400001392))"
82,be86f324-e8d4-4e0f-a5bc-059dde6ae479,216.7303943,aceeb5e3-5786-4094-84b8-bffe3a106e34,"MultiLineString ((143.56373616300004414 -38.32895434800002477, 143.56337739399998554 -38.32897484799997301, 143.56315946899997016 -38.32886330500002714, 143.56296869200002675 -38.32864806999998564, 143.56276877000004788 -38.32858130699997901, 143.5625487"
83,b28b25cd-2d85-4371-bc87-33d63c9c1a7e,94.50679398,f3873214-3a48-4fd3-b193-8b70673e87d3,"MultiLineString ((143.56157451499996114 -38.3289270249999845, 143.56162322099999074 -38.32864691800000401, 143.56164919900004406 -38.32827577799997698, 143.56164195099995595 -38.328078894999976))"
84,65b51849-6a9c-40a9-9126-5949a88191c4,56.68813915,c19b7a69-6c5d-4567-a8c2-419744801284,"MultiLineString ((143.55689925599995149 -38.33549619699999766, 143.55723950000003697 -38.33553309600000603, 143.5575415770000518 -38.33556583600000067))"
85,b9febbaf-9efa-45a5-864a-7c8a4cf3b603,270.785352,0ddce91b-fce3-4e46-af3e-9057af71e639,"MultiLineString ((143.55594219900001463 -38.33539266000002499, 143.55605482600003597 -38.33679007099999581, 143.55617571899995255 -38.33698567099997945, 143.5562455609999688 -38.33711678999998185, 143.55630382399999689 -38.33731291200001579, 143.55625871"
86,8e238999-43af-40ad-8cfc-5f05649693bb,84.46191038,531c045e-ba04-4ae3-b15c-0314a908f19f,"MultiLineString ((143.55594219900001463 -38.33539266000002499, 143.55689925599995149 -38.33549619699999766))"
87,67740985-82bc-480a-82b1-eb17784bc4e9,162.267069,46d2efc2-3122-4c57-9b66-58a233ee7da5,"MultiLineString ((143.55537944599996081 -38.33679793699997163, 143.55542759499996919 -38.33533660099999452))"
88,eadef319-32d2-4e3f-84cd-b0449c710a39,45.42060521,de20649f-cf52-4bef-bedf-50731f49c49f,"MultiLineString ((143.55542759499996919 -38.33533660099999452, 143.55594219900001463 -38.33539266000002499))"
89,7640d1ec-298c-4545-8b81-05f47a8dd96e,191.0222222,b36b637a-a542-4682-91de-abcdbb6b9b7c,"MultiLineString ((143.55325994400004674 -38.33512121899997283, 143.55542759499996919 -38.33533660099999452))"
90,2d43fa03-24c3-4531-b4da-516022a992d3,208.032341,1c47bf22-f0d9-4b3b-95e8-5e827824ed2d,"MultiLineString ((143.55362173299999995 -38.33391301699998621, 143.55411508300005607 -38.33383822000001828, 143.55466007600000466 -38.33391215099999272, 143.554780543999982 -38.33390269099999159, 143.55485777700005201 -38.33387258900000916, 143.554908729"
91,9d850fa1-fcd4-47e3-b384-f4c0923a2f09,232.6867587,b688ecbb-e89c-45ba-8a8d-c204c29fcb20,"MultiLineString ((143.57419438800002354 -38.33168866300002264, 143.57436509199999364 -38.33072521899998719, 143.5738466210000297 -38.32967863699997224))"
92,f266b018-3fda-430f-bc7f-d63d0ff6587f,95.82459778,9949d641-39e8-40cb-9bd1-36c46fdf2be0,"MultiLineString ((143.5722060309999506 -38.3294878199999971, 143.57329018999996606 -38.32961392700002534))"
93,927e7f7d-d700-4a19-a85a-2a5a2ba2edfd,215.7822507,7d8238ec-da34-41c2-acba-f1d254a73c43,"MultiLineString ((143.57294243000001188 -38.3315384659999836, 143.57329018999996606 -38.32961392700002534))"
94,e29680d1-1bae-4672-8491-d8c7c7a70db1,109.2704957,c8af46d0-b1a0-498d-8c9b-3c4b2fe17389,"MultiLineString ((143.57419438800002354 -38.33168866300002264, 143.57543333700004951 -38.33181768399998646))"
95,57be044a-5216-463b-a700-a00fe3ad244d,132.9374299,9abb7faa-db09-44d8-81b1-96e5011e2d39,"MultiLineString ((143.5722060309999506 -38.3294878199999971, 143.57208702200000516 -38.33012318800001594, 143.57207456399999046 -38.33018166099998325, 143.57205415900000389 -38.3302393999999822, 143.5720262319999847 -38.33029513999997562, 143.57199113800"
96,b41d2fba-c356-43e7-b0a9-83d5963e346e,166.8261527,ef0bc32e-21f3-444e-827e-6ed556f1419c,"MultiLineString ((143.57031855299999279 -38.32926833900000929, 143.5722060309999506 -38.3294878199999971))"
97,c483bcda-8379-4124-b96c-33eecdff5ce9,207.7489138,cb79774f-8bcd-411d-b0c3-141f90f6b9d8,"MultiLineString ((143.5738563710000335 -38.33354119299997365, 143.57419438800002354 -38.33168866300002264))"
98,de91b0a1-e0a4-416f-a4ab-9d4a3de71fe6,110.7279073,5f9996ce-b604-4542-8214-6dba4b8547d1,"MultiLineString ((143.57294243000001188 -38.3315384659999836, 143.57419438800002354 -38.33168866300002264))"
99,f823b5ed-4cf6-4e76-b00e-9642836869b5,17.47894543,666b3dee-8976-4874-a6ae-c7adf38b1408,"MultiLineString ((143.57291157400004522 -38.33169404300002725, 143.57294243000001188 -38.3315384659999836))"
100,111c8e54-868a-4653-8d41-476e8f1ccda6,145.8594603,98ea487c-0fc8-4c9f-b80c-1ff06ada69d1,"MultiLineString ((143.56866831499996806 -38.32907634999997981, 143.57031855299999279 -38.32926833900000929))"
101,3ef98647-a376-48d6-b218-30a8e671bc6d,130.0078319,442e6ac5-91ae-47fa-a7b9-df8f75aae0b9,"MultiLineString ((143.56971859099996891 -38.33027496800002609, 143.56994512599999325 -38.33014081499999293, 143.5699999729999945 -38.33010502299998734, 143.57004977899998721 -38.33006491999998389, 143.57009397299998454 -38.33002098499997601, 143.57013210"
102,69280c59-f9bf-4973-be8f-7eb5b0bbc76c,16.10186327,c769b03f-a234-4c06-a753-849017ca6d28,"MultiLineString ((143.57170902099994692 -38.33056965399998717, 143.57156184899997697 -38.33065684799998962))"
103,74939011-dd43-4a44-ad51-638249d3296f,62.19446777,98996a05-b8ed-41ab-bfcd-6f62512ca75c,"MultiLineString ((143.57170902099994692 -38.33056965399998717, 143.57214553300002535 -38.33101204199999756))"
104,c680dc54-6d6f-41a1-872f-cecd992bc350,83.93315054,5c46dd1e-debc-4d01-b299-df660bcf9f97,"MultiLineString ((143.57291157400004522 -38.33169404300002725, 143.57195772900001884 -38.33160894000002372))"
105,6d1d2404-a32d-478e-a107-135f193042bf,97.52224936,5e29a5cd-21af-4927-a657-bcf533587db8,"MultiLineString ((143.57273942899996655 -38.33256207300001961, 143.57291157400004522 -38.33169404300002725))"
