row_id,Trans.mrid,name,Locat.mrid,x_position,y_position
"28",60895a10-47b2-485f-a628-357a1938e49c,"1-13 Gallop St
Colac East VIC 3250",f314824c-1cef-4c4b-b8c0-bbd7f640949e,143.608125000000001,-38.334710999999999
"29",bedbcc4d-5159-458d-a3ee-d7b3456267ca,"36-42 Gellibrand St
Colac VIC 3250",b6368522-d3d3-4eae-b278-bae7b245ac80,143.586949000000004,-38.337961999999997
"30",4f27d3b2-2c76-4752-8898-6815313c6a02,"46 Grant St
Colac VIC 3250",7820bc85-56be-4da0-93db-22466b419c06,143.581944999999990,-38.338535000000000
"31",8cbab7ea-f4f0-49e6-9bfe-204f1c0344e1,"85 Hart St
Colac VIC 3250",4153c2a0-e6c1-4e8d-b585-2e25247ddc44,143.579666000000003,-38.347988000000001
"32",0a284f52-150a-4252-812d-71e8dabd24d5,"133-131 Hart St
Colac VIC 3250",05d3cb29-7ec1-48cd-a3ca-30dc79f4cab4,143.578699999999998,-38.353223000000000
"33",1a588e8e-ca3c-4775-a005-9077a5f1ab8f,"Hart St
Elliminyt VIC 3250",40625db8-d537-4f3f-b435-a2e01870a5a0,143.577382999999998,-38.361525000000000
"34",8b9dd0ce-ce32-409c-aa6b-0179d7ea51b2,"145-131 Hearn St
Colac VIC 3250",96170ea8-20a8-4b62-9d0f-f18149d3c7aa,143.585935000000006,-38.349556999999997
"35",84e00359-a9b3-4d64-9321-d0d452e0a541,"118-134 Hearn St
Colac VIC 3250",f1fb544f-2029-4192-aff4-494d6dbaa0f8,143.589803999999987,-38.350000999999999
"36",ddbba479-2c2e-4a22-a5ab-c15a0981e400,"51-45 Hesse St
Colac VIC 3250",cbe2e8f1-a656-489c-94b1-cd5637041683,143.589752000000004,-38.340400000000002
"37",00d4d16a-fc75-49ac-a5cf-35b8871578b3,"4-32 Howarth St
Elliminyt VIC 3250",ef1d91a0-e136-4343-9929-3f757931c353,143.579041999999987,-38.365453000000002
"38",0dea057a-3741-4a51-ab14-65ee4b257695,"111-103 Jennings St
Colac VIC 3250",73eecb53-4b73-47bd-9cdd-04b70ad8fe30,143.565514000000007,-38.338945000000002
"39",9a34e94d-8dd9-4cfc-931b-5e365c0de369,"81 Jennings St
Colac VIC 3250",c9ac8256-edef-43c4-8df6-e416e00ce0cb,143.568757000000005,-38.339342000000002
"40",0f098ef6-782b-4447-834f-7c6c035293b9,"14 Lyons St
Colac VIC 3250",c22c3c3b-b060-43e0-9699-1d7240e5bf11,143.597569999999990,-38.336627999999997
"41",84a49bd8-048a-4aef-ae48-3c12c7b5376f,"169 Main St
Elliminyt VIC 3250",8136a208-f83b-4e5d-ac2b-089ac21e15f1,143.582932999999997,-38.360753000000003
"42",ecccd46b-c189-4233-9138-c21c624d1c9f,"109 Main St
Elliminyt VIC 3250",51d6269d-dcd6-4d74-9051-9820ca36e450,143.583188000000007,-38.354675999999998
"43",b9400df0-43c3-4792-a094-6c6bef39a9f5,"52-2 Marriner St
Colac East VIC 3250",38cd5a1e-bce7-44b1-a4f6-ff8b3a8d0949,143.611218000000008,-38.330441000000000
"44",da59cc29-c131-45ab-a32e-e50001367311,"11 Marriner St
Colac East VIC 3250",9f4aa3e1-65e1-419d-a076-c17df69210ea,143.612704000000008,-38.330564000000003
"45",f94eff8a-c9e8-44d8-971c-ee80b1327b5f,"73 Marriner St
Colac East VIC 3250",84c6e7c4-26a1-42bd-aebb-473833171fb9,143.615946000000008,-38.330334000000001
"46",e06b61bf-a255-4ef1-b40b-e761aa8e3857,"8-14 McLeod St
Colac VIC 3250",d90d9ed9-2ca7-4f2c-9316-8a0842fa53e4,143.578181000000001,-38.346659000000002
"47",8c3921eb-4165-42f3-931f-f8f9e5d3c7b8,"47 Moore St
Colac VIC 3250",db03df67-8d27-4d98-bef3-f6c0fd861577,143.574886999999990,-38.333469000000001
"48",5ab569ca-ae37-4365-ae8d-7dee0a3411de,"333 Murray St
Colac VIC 3250",b2db49a0-2a8d-463b-8125-1ece1183d7e5,143.576402000000002,-38.338050000000003
"49",9c9ae8fc-7aa6-4627-a4bc-c9daec3a7160,"14 Baillie St
Colac East VIC 3250",f6357509-abcd-494f-82e5-2af47270f8b7,143.609791999999999,-38.335900000000002
"50",5d201c23-039c-4023-8859-b74157d33f79,"5 Pollack St
Colac VIC 3250",ceb484a9-cd96-4bd2-bb46-ec2d98b60943,143.582774999999998,-38.336044999999999
"51",e4431c02-067b-4b48-b746-ddf5234b8559,"60 Pollack St
Colac VIC 3250",4b222926-4c30-43e3-b477-94833241c09e,143.593211999999994,-38.336143999999997
"52",cbae5b70-8596-4bda-8e3c-ce4c5b593514,"30 Polwarth St
Colac VIC 3250",8e845ca6-4322-45a3-8099-3f2e3d775f14,143.597620000000006,-38.339089000000001
"53",7c75a9da-aa28-46a3-809d-927b67d19af1,"48 Queen St
Colac VIC 3250",b97c3bad-2253-4cd1-8fc2-14c8e81e5ddd,143.592585000000014,-38.338498000000001
"54",8d90a3ac-5922-4e84-8b07-4d460fd97eb1,"104 Queen St
Colac VIC 3250",c773a181-f0cf-4fee-8ffc-9a07f01cd7da,143.592415999999986,-38.344479999999997
"55",c4232ba0-fbd5-4a43-a523-31b76a7cd39a,"Colac-Forrest Rd
Colac VIC 3250",fdfb7331-c281-4ccd-89f8-3ce9a4652018,143.610000000000014,-38.341240999999997
"56",e02f2186-285f-4f70-ab22-d770ad101ef3,"Rae st, Colac
Victoria 3250",2c4c65d2-43e3-496f-b216-568f0d1f4529,143.588545000000011,-38.341991000000000
"57",00e9ff72-e5f7-474c-aed3-1a52a8e50ac0,"19 Rae st, Colac
Victoria 3250",849c7e73-950b-4a1f-b326-d24c559197fb,143.588546000000008,-38.342002000000001
"58",e59d59f8-3c94-4986-8c0e-2f2cfb860caa,"7 Saunders St
Colac East VIC 3250",22242f6e-1cbe-4998-9d9a-e0a243f7620b,143.609657999999996,-38.332787000000003
"59",c4d55157-494d-4864-9f4d-7c1195ee0ed9,"19 Saunders St
Colac East VIC 3250",dac43cba-646a-4ed3-9f66-62b021702ba0,143.610841999999991,-38.333092999999998
"60",e4433c6d-b425-439f-a7f8-872d14e9e27c,"83 Sinclair St
Colac VIC 3250",d0fab870-3f8a-4297-872d-6b8d774c3b51,143.571063000000009,-38.340103999999997
"61",93f10326-6390-445c-b118-bb1a512df965,"56-62 Sinclair St
Colac VIC 3250",e98576c1-0349-4bf5-872d-76204c7f8f6a,143.571944999999999,-38.336167000000003
"62",b31ebfbd-c885-4a82-91af-3036e95c3836,"65 Sinclair St
Colac VIC 3250",72afde31-7879-46c9-bb0f-f35676b6490f,143.571697999999998,-38.336517999999998
"63",1beab8bd-c8d9-453c-afe7-ec4f8ea65fe8,"2 Sinclair St
Colac VIC 3250",d1b5c252-a8f4-46cf-80d1-7b748fa0f3b8,143.573437000000013,-38.329901000000000
"64",0bf54aa8-3bc3-49fa-bb6a-fc4c0d4e6545,"223 Sinclair St S
Colac VIC 3250",d11b7626-840e-4187-b614-06620976c098,143.569458999999995,-38.348807999999998
"65",d665bce6-4e8e-4a9a-a6cf-ef43187b7eab,"94 Sinclair St S
Colac VIC 3250",c03cc352-9f4a-4528-ba7b-570ef498eaf9,143.570808999999997,-38.344602999999999
"66",683e5ed2-7da0-44aa-94e8-7ddd35011646,"35 Stodart St
Colac VIC 3250",0aa7fdce-c03a-49a0-aa86-a6801ebb9b54,143.570222000000001,-38.328975000000000
"67",299fa5ed-4e62-4dc6-9fc8-14c08f99444c,"45 Tulloh St
Elliminyt VIC 3250",6c89ac1a-11aa-4d18-aeea-c5d7403b1359,143.587390999999997,-38.365721000000001
"68",359ebce2-2746-4ad2-b498-4645554eea86,"57 Wallace St
Colac VIC 3250",d6d9ade7-030d-47de-9632-9596189be953,143.599266999999998,-38.341248999999998
"69",8a3355c9-07d0-432d-b9bf-0c6b05c8be7f,"2-14 Wheal St
Colac VIC 3250",d5653f4a-18ec-4bd0-9706-d2e11e9df3af,143.590750000000014,-38.347707999999997
"70",03759eeb-bdc4-4680-bfec-b579230c269d,"128 Wilson St
Colac VIC 3250",0a6cf696-8dd0-4a78-95b7-7adb60c91a0b,143.587516999999991,-38.345184000000003
"71",3a63621e-8cb5-44a7-a530-cce80a80e288,"75-51 Wilson St
Colac VIC 3250",4d6927ec-b0ed-42ff-b1c9-bb8e34f53e8e,143.598610000000008,-38.346190000000000
"72",d1f1dc03-491a-4f82-a1cc-7107935a70f2,"11-1 Wilson St
Colac VIC 3250",46b0461b-58bb-427a-9bd0-f0ef745c6062,143.603630000000010,-38.345174999999998
"73",e88b3991-e364-4de2-a307-47478aafd99f,"1 Woods St
Colac VIC 3250",7773f3ff-925b-4765-9616-b64ea390122b,143.598368999999991,-38.337921999999999
"74",af21223b-172e-4f98-b622-647856b5f6c8,"1-33 Treatment Works Rd
Colac East VIC 3250",9ecd2432-c603-4f18-aad4-1e6e9a1533dd,143.610214000000013,-38.326444000000002
"75",ebb24edc-3f26-46ff-abbe-1beaa8ade25b,"49 Rossmoyne Rd
Colac West VIC 3250",243578bb-9239-4cae-a781-d0e4690d1a5c,143.549407000000002,-38.331167999999998
"76",39ddc6d2-a884-4bd2-9817-d17a4cd69b26,"Colac West
Victoria 3250",0f00ae72-99c4-479a-b870-e50c1ba85fa6,143.548082999999991,-38.329056999999999
"77",144dde0f-f65f-4a64-8e7e-ccec8850e862,"193-177 Queen St
Colac VIC 3250",29e3d5a5-4cab-41c2-9d96-3d82c2465d65,143.590292000000005,-38.353884000000001
"78",3d7a2a69-52c1-4725-ac59-db8d66b6cabc,"135 C161
Elliminyt VIC 3250",58c95379-071c-443f-920c-93f472f8447e,143.567218999999994,-38.359216000000004
"79",f65d9173-721f-4306-a4e0-2547a420e709,"Irrewillipe Rd
Elliminyt VIC 3250",1d92b699-66ff-4bf6-8210-b23acfb1d06e,143.554210000000012,-38.367925999999997
"80",e9af2fc4-0dbe-4207-bf6c-703b27f4f942,"59 Harris Rd
Elliminyt VIC 3250",4f52f5bd-1531-468d-a8d4-cf2726705c78,143.584845999999999,-38.367528999999998
"81",7fafa3c7-d93d-4b99-be7b-70340227b7be,"105 Harris Rd
Elliminyt VIC 3250",ccce7054-9621-44d5-8277-c5b607beaf0c,143.576697999999993,-38.366667000000000
"82",460678d7-d28e-4410-8b54-0d4f8069300f,"125 Harris Rd
Elliminyt VIC 3250",7ff2ee7e-3e15-4743-9cda-43f1ebadfcb1,143.573457999999988,-38.366480000000003
"83",d9d11b7c-5068-4b99-bd34-45c43821b1ab,"145 Harris Rd
Elliminyt VIC 3250",c930d8be-3a72-4919-8460-1824ea843080,143.569100999999989,-38.365470999999999
"84",f2b78e8b-9635-4558-87a9-c2af81159c93,"Colac East
Victoria 3250",d1f1c56b-5f52-4ba9-8df2-33c834b9dc9a,143.617566000000011,-38.327241000000001
"85",22029de4-2e6c-4250-92b7-69ebd3065edb,"150 Drapers Rd
Colac East VIC 3250",34c1b352-4c26-4503-a8a2-89e34a1ba89b,143.624927000000014,-38.337251000000002
"86",d0f0142e-c71f-4982-ab4c-21ae2b4b6fcd,"80 Drapers Rd
Colac East VIC 3250",863f6aab-ff66-41c9-9ff7-729eac290e0b,143.625563000000000,-38.331899999999997
"87",b73f38a0-874a-47ad-b994-9a2f0584364f,"162-188 Cants Rd
Elliminyt VIC 3250",26458ac7-b6e1-4b47-8d0f-1e7e0f41e212,143.567370000000011,-38.348599000000000
"88",96715344-69cc-41f2-85fa-ce6f10756fe5,"TutorBright
Main St, Elliminyt VIC 3250",0b963510-c0e6-4fad-9263-def60af764fd,143.583065000000005,-38.360579999999999
"89",d90368e7-9c01-4c7f-a64d-a18cf52c2664,"35-39 Murray St E
Colac VIC 3250",cee8dd87-b400-4034-88cc-f70d4cdb5a11,143.595958999999993,-38.338003000000000
"90",ae3056c2-1595-4d11-a8c2-28e1b212bf83,"4 Hugh Murray Dr
Colac East VIC 3250",6c5f37e6-1f29-424f-9bd6-c6e572cdb858,143.610828999999995,-38.341980000000000
"91",cd645f65-c565-42ee-9946-90b1660326ce,"11 Hugh Murray Dr
Colac East VIC 3250",32d0fec8-3f3d-47b5-a5c8-0aa14b120aca,143.610881000000006,-38.343626999999998
"92",80ce1cc2-a82f-4c02-b62d-9e2f3fc6d156,"30 Hugh Murray Dr
Colac East VIC 3250",d5adac46-d6ec-4079-8de1-fabbf30c0a30,143.610178999999988,-38.344771000000001
"93",23221f15-54db-4c9d-9523-a696052afe59,"41 Hugh Murray Dr
Colac East VIC 3250",35a4689f-19db-43e0-88c0-5ef457202bd5,143.611930000000001,-38.343820999999998
"94",be9e880a-703e-4f77-ac89-430ddbd90f07,"33 Hugh Murray Dr
Colac East VIC 3250",10adb527-6a60-4b17-86be-3617386cd37e,143.611672999999996,-38.344901999999998
"95",6fc71ff1-f4d7-41f2-bde9-2fa98ebd0317,"74-78 Hugh Murray Dr
Colac East VIC 3250",9c600c82-fc7c-447d-969b-60fb9b18084b,143.612528999999995,-38.342526999999997
"96",db8563a0-48d1-42c0-a1c3-917450cb740e,"1 Kelly Ct
Colac VIC 3250",1db47153-2e80-4379-9bae-90eda621c5bc,143.603502999999989,-38.345576999999999
"97",4c4d7bf4-c1d8-4ed9-a506-8081879c265b,"1 Buckland Ct
Elliminyt VIC 3250",4b7c906c-566d-4182-b17d-7c9b00bfc79c,143.584401000000014,-38.366028000000000
"98",7fc479df-e5a0-4960-bc6e-323dfae9f31d,"16 Beechy Ct
Elliminyt VIC 3250",bec7b525-936b-4955-8c0c-855ac74f51a8,143.594936999999987,-38.367032000000002
"99",2571ee22-8d95-4fcf-abc9-f5912f867f8a,"22A Quamby Ave
Colac VIC 3250",266f0f7d-5d68-4cc0-af6f-134f4d1c0fcb,143.595776000000001,-38.333255999999999
"100",6186e011-86c0-4b8f-afd5-5266058e1732,"Balnagowan Ave
Colac VIC 3250",3144860c-da45-4547-9de4-0358d205f2a3,143.573050999999992,-38.328653000000003
"101",cf7de502-a56c-4ed3-83fe-99980807693e,"11 Leah St
Colac VIC 3250",04b869dd-6825-43cc-a4df-8d841c6c62de,143.600222099999996,-38.344015290000002
