row_id,EnergyCons,name,Locat.mrid,Location.x,Location.y,p,q,p_fixed,q_fixed
58,8a46f616-4e65-43cb-bc1d-1d3f9771c633,6 DONALDSON STREET COLAC 3250,8454e0ec-2b4f-4ceb-9cb7-6e334214ec19,143.572241449999979,-38.330242479999981,"0","0","0","0"
59,50aa098d-d273-44be-a783-4b8b893b805b,13 BILSON STREET COLAC 3250,1533d6a8-5b59-442b-8cdf-bcbb8923cf78,143.569495240000037,-38.330222719999995,"0","0","0","0"
60,411e0a12-0c1b-47b5-96f5-3295938081af,5 HANDLEY COURT COLAC 3250,bd0195ab-41a1-4a5f-ac50-844d5c4aa17c,143.570928839999965,-38.330219269999986,"0","0","0","0"
61,f20e1305-65f6-4eb7-953b-ae2b8a13c193,10 BILSON STREET COLAC 3250,5aa8db7a-48a4-455b-818f-122fbd2344af,143.570096700000022,-38.330217319999974,"0","0","0","0"
62,8cbdaf53-a444-46fa-91ab-c915658a561b,2 HANDLEY COURT COLAC 3250,c9265e5d-ac03-46d2-a40f-815ab9b56bcc,143.571416939999949,-38.330175610000026,"0","0","0","0"
63,187e9ac5-66b4-42b6-8001-253faa68467c,11 BILSON STREET COLAC 3250,31c80c51-515e-49c0-bf50-ceb573d88c68,143.569650600000045,-38.330141719999972,"0","0","0","0"
64,9b834b16-85b3-4373-84c4-6283d1c068de,2/8 BILSON STREET COLAC 3250,398eef25-ee03-45e0-b60a-f314994c63ec,143.570234180000057,-38.330103749999978,"0","0","0","0"
65,14677ddb-24b2-4023-af3c-d2dcc06c8c10,8 BILSON STREET COLAC 3250,18bbb61c-a36e-4818-a4ca-6479e1068d2b,143.570234180000057,-38.330103749999978,"0","0","0","0"
66,f87b0af2-a228-49a4-a6e4-5c8d1f6531b9,1/8 BILSON STREET COLAC 3250,2dfafd2f-bf6a-4b88-8b17-e4175f1fd493,143.570234180000057,-38.330103749999978,"0","0","0","0"
67,2cfeff77-220a-45fb-994d-199c9682875a,4 DONALDSON STREET COLAC 3250,8c79d2e2-d86a-4b26-91c9-967c3fa6ddd7,143.572274129999983,-38.330099389999987,"0","0","0","0"
68,69b2d783-5b36-4b4b-bc72-35dc4eb7b2ed,3 DONALDSON STREET COLAC 3250,3c9e059a-94e8-4e86-ac3b-e595d93c8232,143.571918220000043,-38.330070530000000,"0","0","0","0"
69,21e1d39a-b875-42e6-9a61-f215a8b043cf,4 HANDLEY COURT COLAC 3250,9332a5c2-e077-4178-ba7d-42685a8a4ce2,143.571036319999962,-38.330064339999979,"0","0","0","0"
70,aa0177f6-128a-441e-b2b1-8b8ae013ab1d,3 HANDLEY COURT COLAC 3250,b3d9e604-63a2-4204-ac57-98c9b7917ea6,143.571252520000030,-38.330046690000017,"0","0","0","0"
71,8aa76393-220f-4f89-99c6-a8d0c3f18e3c,1/9 BILSON STREET COLAC 3250,1c8128cf-7f2c-44e4-a813-e8d1a70a8d01,143.569853670000043,-38.330010490000006,"0","0","0","0"
72,de31732b-736b-48a3-99f1-2ed318b24f0e,9 BILSON STREET COLAC 3250,b85526df-2e49-447e-a4c4-3d0cca6b7026,143.569853670000043,-38.330010490000006,"0","0","0","0"
73,10f3b2ed-e467-4726-b45e-8189ed34e970,2/9 BILSON STREET COLAC 3250,6e679fca-fa23-42f7-bbda-75b538481150,143.569853670000043,-38.330010490000006,"0","0","0","0"
74,07b9f24a-c477-435f-923b-af0c8c52d73c,6 BILSON STREET COLAC 3250,d5553a79-74ab-4ce6-89b2-44bd0730cffa,143.570320970000012,-38.329990399999986,"0","0","0","0"
75,d059bfef-473f-4281-8321-f02ad9c7e884,2 DONALDSON STREET COLAC 3250,73cbc738-8d29-4334-80f3-190b47e0cef0,143.572306570000023,-38.329928950000010,"0","0","0","0"
76,3f6442fd-a39d-4702-8fac-c39a7a3ebd44,7 BILSON STREET COLAC 3250,c4a998b3-3ade-4e28-b369-3043268592d9,143.569975020000015,-38.329908409999973,"0","0","0","0"
77,24a59734-c02d-4457-af53-ad9fdf54dea1,1 DONALDSON STREET COLAC 3250,309b821a-07bd-48a3-ae64-3f2274ce59ed,143.571961740000006,-38.329877130000000,"0","0","0","0"
78,0c0696c7-b70a-4b76-a74c-5e68c768567a,4 BILSON STREET COLAC 3250,55ee3ba4-10d3-4699-b860-952b581999cd,143.570401510000011,-38.329836170000021,"0","0","0","0"
79,56663f46-2d71-4834-852a-a544dd600f88,5 BILSON STREET COLAC 3250,4b22bda7-199f-4edf-9790-eecbef141af8,143.570065249999971,-38.329733690000012,"0","0","0","0"
80,06d8aea3-02c6-4bb8-b75b-f96a666ab036,2 BILSON STREET COLAC 3250,bca1600f-9c54-48aa-8dcd-cdeebf9f265c,143.570434299999988,-38.329696099999978,"0","0","0","0"
81,e7079754-2c7a-47d3-9687-f2cceb2c0a4e,18 STODART STREET COLAC 3250,71535f83-abca-4716-b554-0d56c5a65066,143.571975920000000,-38.329632360000005,"0","0","0","0"
82,26edf859-f272-4310-9518-cada02480e0b,20 STODART STREET COLAC 3250,94f11b5d-91d2-4349-87dc-ab9853b20f28,143.571769170000039,-38.329608430000008,"0","0","0","0"
83,59cf2629-bb33-47e7-b38c-6f0114040856,22 STODART STREET COLAC 3250,b9201898-29af-4013-a8a2-19713cb5801f,143.571550050000042,-38.329583080000020,"0","0","0","0"
84,c6318604-43f7-41fc-b143-c1346067d38c,24 STODART STREET COLAC 3250,288abda4-f35b-4198-8454-25775e6d53b2,143.571353469999963,-38.329560329999993,"0","0","0","0"
85,182349f3-7c80-46f5-a606-e40188b1706c,3 BILSON STREET COLAC 3250,b0c2932a-60c7-469a-816f-08f30a385cb0,143.570100020000041,-38.329552509999985,"0","0","0","0"
86,1c602b94-06d0-49f1-baf9-86f01aea047a,26 STODART STREET COLAC 3250,c89f1da9-1b49-4095-ba80-f5146609aef0,143.571156879999990,-38.329537580000022,"0","0","0","0"
87,dabe1691-ef76-47b2-a83a-bcb28cfc3d48,1/28 STODART STREET COLAC 3250,11472bf4-cf73-415c-9cce-a2bcc1df3b83,143.570955870000034,-38.329514309999979,"0","0","0","0"
88,fae11c8a-690e-4775-88e3-93aeb6b71628,28 STODART STREET COLAC 3250,443a11ea-fe99-411e-b076-849e0d7e7c8e,143.570955870000034,-38.329514309999979,"0","0","0","0"
89,5e07ada5-a3eb-4338-aa3f-8b2ef881e052,2/28 STODART STREET COLAC 3250,73a4bafa-0173-4b46-bbf8-89d17d700b3b,143.570955870000034,-38.329514309999979,"0","0","0","0"
90,a459ab67-13c3-4c2a-8a50-159e03071bcf,30 STODART STREET COLAC 3250,9ea1a5d6-ffb5-49e9-bb30-132d74f14e72,143.570715489999998,-38.329486499999973,"0","0","0","0"
91,4a77cb57-494d-462a-8199-d08cef1e273f,32 STODART STREET COLAC 3250,f4b3fcda-df34-448b-baf7-7d77da1d692f,143.570499810000001,-38.329461569999978,"0","0","0","0"
92,d20c3711-a5b6-40e5-a717-69f6a37a609d,1 BILSON STREET COLAC 3250,262e9742-7435-4073-a3af-560ca1836dca,143.570123110000054,-38.329426560000002,"0","0","0","0"
93,12f9d6b1-2f56-4cbc-aada-860459918ffe,23 STODART STREET COLAC 3250,0d637fb0-bcbc-4b2a-ba22-b70c179dcb7f,143.571650370000043,-38.329265799999973,"0","0","0","0"
94,b69aff46-8c4c-4944-8b1d-fb84205d0c21,25 STODART STREET COLAC 3250,ad44f2b2-397b-4d79-956d-54cc4764e2fa,143.571422760000019,-38.329239480000012,"0","0","0","0"
95,06fed883-e073-49c9-9746-57979a31b204,27 STODART STREET COLAC 3250,85c34bbc-06bf-414c-b2b1-ac918e8f8306,143.571195089999947,-38.329213159999995,"0","0","0","0"
96,c10f5ffa-b04c-4e83-93a7-6b74c7b87a95,29 STODART STREET COLAC 3250,9f8dd9ea-a9ba-4f85-bf33-8e7d9cff583e,143.570967490000044,-38.329186839999977,"0","0","0","0"
97,67f24212-39c5-4f08-8b65-c70debb0e774,31 STODART STREET COLAC 3250,fc433aa8-a761-496d-8087-199127a5933c,143.570715019999966,-38.329156969999985,"0","0","0","0"
98,e65bbca1-f50e-410b-b3e7-685401dbcffa,33 STODART STREET COLAC 3250,d5d82abe-780a-4ee0-ad99-70b0e0165f02,143.570512219999955,-38.329134199999999,"0","0","0","0"
99,09b25760-418f-40b2-a093-3ff6a043a178,35 STODART STREET COLAC 3250,444b06ef-0477-41de-a387-c190400fed30,143.570263769999997,-38.329104789999974,"0","0","0","0"
100,d952c3a7-ba8a-4b31-ad19-c333fc4af091,48 BALNAGOWAN AVENUE COLAC 3250,11abe2c2-d69a-40fe-a3a2-631f20a68bda,143.571245900000008,-38.328812229999983,"0","0","0","0"
101,3b9c0bf5-4c12-437a-a5d4-088c64dcdcaf,46 BALNAGOWAN AVENUE COLAC 3250,e8267706-c72f-49e2-b908-987402594926,143.571103880000010,-38.328768780000019,"0","0","0","0"
102,4644f78f-c523-47fc-9293-34e91df8df65,44 BALNAGOWAN AVENUE COLAC 3250,3dac2d4f-8d81-45db-8d6b-20bdba9bfd82,143.570953110000005,-38.328722330000005,"0","0","0","0"
103,56594d6c-80da-4110-a671-fd9424b15d95,40-42 BALNAGOWAN AVENUE COLAC 3250,30007511-179c-4e02-aea7-fa3efa2dd694,143.570765580000057,-38.328540949999990,"0","0","0","0"
104,2886da1f-9ec9-492a-946e-c3fff698e116,6 BALL STREET COLAC 3250,95c423c9-2274-4160-bd36-c0adeb06ece2,143.570100170000046,-38.331531359999985,"0","0","0","0"
105,471a15f9-8c6c-4b10-a0fb-024c19b23b48,24 DONALDSON STREET COLAC 3250,53cdc4e2-cc4a-4921-9edf-3a1d59ee19f2,143.571197170000005,-38.331528549999973,"0","0","0","0"
106,8ce89c02-0aab-418a-92c5-fe0e3505ca64,8 BALL STREET COLAC 3250,feab5ee4-555e-494d-ba11-1c4c11a43d80,143.569955250000021,-38.331512649999979,"0","0","0","0"
107,8db5ff5c-5db7-47ba-8d30-11dacc8742d2,10 BALL STREET COLAC 3250,95899cf3-ee49-4215-a459-79384b95501f,143.569782749999945,-38.331493019999982,"0","0","0","0"
108,64b02382-cf95-4882-af87-5093e3a76b2b,12 BALL STREET COLAC 3250,242f2b51-58d5-4df3-9707-df6ebe529693,143.569610239999975,-38.331473399999993,"0","0","0","0"
109,c9abd9a3-3179-4e16-a56a-9bfed1698710,14 BALL STREET COLAC 3250,acf4c608-d1dd-4be8-9730-854feef8aae6,143.569429150000019,-38.331452800000022,"0","0","0","0"
110,e5556626-9105-45ff-8ccf-2ef0b722f114,3 SEARS COURT COLAC 3250,d2c10903-719b-48d7-85dc-98b540364d96,143.572110719999955,-38.331438119999973,"0","0","0","0"
111,2ad0e8ad-2e7b-4818-9fce-68750b57ab16,4 SEARS COURT COLAC 3250,d43b6d0e-3a92-4808-9e33-508c6047bc81,143.571898659999988,-38.331429959999980,"0","0","0","0"
112,bf107293-ebf1-4904-a1ed-96b3763f79ba,16 BALL STREET COLAC 3250,44d3e526-a9cd-4cff-b90c-02ff4b48a14f,143.569196629999965,-38.331427089999977,"0","0","0","0"
113,e47a2e48-a94d-4742-977c-2a205219dd31,26 BILSON STREET COLAC 3250,8154652e-e6a6-4def-9568-bef4719e70e8,143.568899640000041,-38.331421019999993,"0","0","0","0"
114,1f6969fb-2a0b-4ec4-9ffc-5cd951b30eba,22 DONALDSON STREET COLAC 3250,71cc36b4-b875-41da-9312-76d3cb268a0c,143.571223319999945,-38.331385899999987,"0","0","0","0"
115,a1c9600c-d5ca-4f67-896a-ff9e11a8e240,1 BALL STREET COLAC 3250,3c4acf61-1dd6-40e6-a209-c50103bd78fe,143.570656669999948,-38.331308139999976,"0","0","0","0"
116,fca6418d-329c-4128-acfe-dd005630945a,3-5 BALL STREET COLAC 3250,7aea15d2-27ee-4da2-9711-39ddce0a7cda,143.570256630000017,-38.331262589999994,"0","0","0","0"
117,d2b07a39-e3da-4f60-847b-05361c1bc8d0,19 DONALDSON STREET COLAC 3250,93ccd794-4a6e-4eda-85d1-08002ef48f7b,143.570886129999963,-38.331256460000020,"0","0","0","0"
118,58bfee64-92ce-4b0b-a807-c9c8286409ee,20 DONALDSON STREET COLAC 3250,0d1e7ec7-6599-4486-8411-c0ab689a6b25,143.571249200000011,-38.331244739999988,"0","0","0","0"
119,cb0868c5-f871-44b9-a773-e3e3ce16dbd5,7 BALL STREET COLAC 3250,1ec7f3e9-d3ac-4cdf-8cfa-6d18ab52a16b,143.569904700000052,-38.331222599999990,"0","0","0","0"
120,63e29207-f8a0-4e6a-a7ab-7914dd4f7b84,9 BALL STREET COLAC 3250,05e28fce-62e3-41e1-b56e-ab68584203e5,143.569732189999968,-38.331202980000000,"0","0","0","0"
121,3f113130-1a49-46ec-813b-fa1b2db58238,11 BALL STREET COLAC 3250,6659e8ed-540b-4aa7-b02d-d1fcbfe62379,143.569515759999945,-38.331173680000006,"0","0","0","0"
122,0a948614-9ff7-44a1-ade9-2880c0ae4377,13 BALL STREET COLAC 3250,7e184714-5cbd-4602-9f30-446602fef902,143.569300839999983,-38.331148789999986,"0","0","0","0"
123,82d378e2-37ca-4fe9-abf0-80975d8bc3f4,2 WALLS COURT COLAC 3250,9a17a844-e275-4d97-bce3-836ab00b6372,143.571979250000027,-38.331109159999983,"0","0","0","0"
124,ebc1ee29-8a41-41fd-b5c6-9d805cfdd56a,17 DONALDSON STREET COLAC 3250,86174d56-40e4-44c6-a77b-e4e9553926e6,143.570920699999988,-38.331088949999980,"0","0","0","0"
125,91b6a9fe-2936-4c1f-a99f-899f84f0c038,24 BILSON STREET COLAC 3250,1755dd12-6bda-485f-b5cf-907b860acdae,143.568964950000009,-38.331069249999985,"0","0","0","0"
126,ba489a38-d79d-4667-97be-90d02c3494ee,18 DONALDSON STREET COLAC 3250,e4440520-34d3-4ea1-a647-fba1d43336a3,143.571307489999981,-38.331065599999988,"0","0","0","0"
127,d2dba755-409b-4839-882e-00df1990c2d3,3 WALLS COURT COLAC 3250,129293aa-efaa-439b-bcef-69f7d1c5c2e4,143.572211970000012,-38.331057880000003,"0","0","0","0"
128,62ab9e19-cd40-4e13-9504-d015e045d05e,1 WALLS COURT COLAC 3250,179e31fb-afac-44fd-b028-d14df455f19a,143.571807390000004,-38.330973680000000,"0","0","0","0"
129,6674a229-5da5-4b8f-9ab6-3f7e2db92db9,15 DONALDSON STREET COLAC 3250,4a33bdf8-c758-43a3-9e07-0e0402c2879b,143.570975879999992,-38.330959740000026,"0","0","0","0"
130,0e758ce5-9563-4142-ab7e-bc61520083a5,22 BILSON STREET COLAC 3250,47506f63-27b7-4436-98bb-de5123222f59,143.568999459999986,-38.330952449999984,"0","0","0","0"
131,1b3531f4-5dd9-4f95-96f8-c39053b5a30c,4 WALLS COURT COLAC 3250,8e590a01-6514-4772-8ad5-06d274159599,143.572292790000006,-38.330920219999996,"0","0","0","0"
132,68ad29be-a43f-46dd-a7be-9da8a0929099,16 DONALDSON STREET COLAC 3250,633a13db-1754-484b-abf6-66726a241e78,143.571476279999956,-38.330894179999973,"0","0","0","0"
133,d539962a-f9f4-400d-91a2-273cb73a708d,13 DONALDSON STREET COLAC 3250,2042b7f4-7ffa-4016-a717-d98d52836be1,143.571061389999954,-38.330838260000007,"0","0","0","0"
134,b66dae26-e80a-4bef-ba23-f86a48660411,14 DONALDSON STREET COLAC 3250,64bfa95e-f7c8-4a5b-8639-da4da81cd10d,143.571636259999991,-38.330797910000001,"0","0","0","0"
135,2103ec93-ea42-4097-ab73-00af52e26c85,20 BILSON STREET COLAC 3250,676fa59a-f4bc-4a57-8d96-bbf4f66ab82a,143.569129869999983,-38.330796439999972,"0","0","0","0"
