row_id,AcLineSegm,length,Locat.mrid,x_position,y_position
15,e6406690-7043-49de-a361-5ca5653a7da4,525.526751675530249,122783fb-7d0d-41aa-ab1d-8d642a186bbd,-38.334476444019671,143.541921062462222
16,313d5f76-93e0-4e54-b870-1d5642589fbe,36.187855713818777,2217447d-f8dd-4262-9edd-514ba91e780c,-38.334353880521277,143.535697877804040
17,0a46b1b2-1df2-435c-93c7-b81fc34a7b39,51.742936980413226,00d9cc35-e751-4f3e-aaf3-5604dc2f31ef,-38.334456245021876,143.536013761056438
18,f3938818-6299-4faf-a10e-cd027a2ae613,28.062985774320765,ce37f1d7-9208-46d6-8f8d-6b003c984ef8,-38.334287786499999,143.536298393999971
19,04c68df6-47bd-4096-936d-90322315b7f5,199.597221016405740,d3aa0afd-cd88-4461-a178-56cc98ac2583,-38.334242320645323,143.536846771249941
20,8761ab1e-e22c-45c7-b632-655a11c35f53,40.937440124544061,43627794-5337-458e-838d-3b97c8672756,-38.334207488999994,143.535448635499961
21,3cab88a7-2221-4143-b5b3-dddb3ac2c0f6,53.668074979303114,6caef6ea-e80a-4115-9bc5-bd9f378e5095,-38.334169686539056,143.535987458849888
22,d17fe7a3-9316-4aac-b4e9-d426bfbf5c6d,150.862720664480491,5f0a6886-54fe-4947-820a-4f133c9718e3,-38.333590208000004,143.551814645999968
23,7a056c80-b483-4778-a2ef-e5abbc5ee506,115.658462165542744,976c7af5-12b6-4e28-b245-61c46f3f3502,-38.334024174231438,143.552975561596753
24,5972ad9a-dbf4-4d8b-a37b-e42f68b0d506,74.804493656528393,432b94f0-d48d-4e78-aa26-e390034821ae,-38.333622762499999,143.553404466000018
25,d2a42408-22fc-42eb-9dec-ca7c06772185,177.068669768903220,daec34ac-5fcd-454b-938e-475b4a15002e,-38.332603859500011,143.552143564999994
26,27d45dd2-f5fb-48ae-aaf8-515d2a21dd2b,902.079379222112152,84e68419-2bf5-450f-ac02-c8daf3caf2e5,-38.329711156804862,143.548354560670219
27,6f7db734-b186-4f4d-9752-815603fd7373,289.207315846386450,6fa12c82-2dfa-49a8-b546-9c29d8022614,-38.330313777502468,143.533521264880164
28,16be3b0b-d5d5-4b8c-bdfa-96439c3d9da5,179.004856058634573,ff5dfbdb-0c97-4666-91ec-369deb8244c7,-38.328937509500008,143.534159357500016
29,1549c543-ff2f-4499-b5b0-cb81cf9c73a6,197.891809493613323,7f9fb4f4-58c9-47ef-adb1-1f53c6c2a882,-38.328179174291577,143.532875678336467
30,e06ff79e-aa95-4cf7-abe3-f92917b60f2d,376.631927331015390,28a46fad-973e-4364-ad49-d5315c7a5940,-38.327144831345564,143.530510983069661
31,be00739e-88ff-4e90-9738-47fb6a02f6b6,426.849931511784007,ad76f5cc-1c3a-48e6-a5b8-7e5df9c7eca2,-38.325439350022897,143.532085277986965
32,382868e0-058f-440a-81b9-2c9b4142491e,410.319000338862224,51dac428-4ae3-41d2-bf5c-918f054efd92,-38.325500848729135,143.547019060757663
33,42d86e9e-3cca-4e60-96b3-bbc19a92ad20,1164.150577701029079,9ed3c5f5-19f1-4ae3-b2f3-e563020eebf9,-38.322278011144618,143.541202598696458
34,52e9d5a0-d3d3-4114-857d-25af48bae6e6,383.178341902849070,eb0588a4-1a3c-42eb-90ad-65e9b81c32ef,-38.323889604886496,143.529568818361781
35,3d893a11-9920-4234-8541-4f2fcabffdc8,281.757287742765357,2ffa6f8d-4966-4633-a316-eca25a5a6514,-38.322288670500001,143.531417243000021
36,c450191b-8d83-42a5-97e2-a6ccb2dd767f,485.752769389169259,6ea92bc5-e68a-4cb3-8cad-c2551d783b33,-38.321252636857274,143.528462656823194
37,c807bfaa-4f79-44be-af3a-0a2ec4ef6dda,357.386229681959890,1a4df2d3-9c35-4249-8dad-b66507092565,-38.319439117499996,143.530896337499996
38,0a63a73f-0b45-4299-93ae-266a33a9a262,95.922343425341282,9fe9a024-8b14-45cd-acba-770e03e7d2cb,-38.337276434500012,143.571308380999994
39,72e2b4d1-50ec-44d4-8b52-8d662400c650,75.436017310145672,f2d809b5-bf05-44a2-9972-7d539f889f0e,-38.342373408003894,143.568654175522227
40,9fa91903-ba66-4331-927e-30001e29c849,263.868931568069172,6463e611-0380-43d1-83bd-bddc70b84a8e,-38.338336595500010,143.570559232999983
41,3e86b3c8-025a-422a-9624-0cb0df8da44f,102.665658421965787,e6519268-5408-443a-878c-73a64570b3ee,-38.339447357500006,143.569757326000001
42,e38cb81f-31f5-4fca-bdb5-1c2808945973,163.363641668116003,a5008ffe-9590-40f4-a9ba-a1f87cdec83e,-38.336344451999992,143.571088357000008
43,f91554e2-370d-4541-a752-53f32857af8c,193.046908149754927,2858cd5e-dd61-47c3-b0b7-2658597c824d,-38.341175313000008,143.568863184500003
44,2d34b7a6-3aec-44e0-a0a7-daedaabb870d,155.246310952856703,636b7dfc-5d83-41f2-9d40-a7942f04a0be,-38.341953445553841,143.567832955218847
45,cba5b660-4acd-4880-be63-dc5b3b7f0f1e,104.374411579944606,07a29531-426a-4628-8766-64e5ccf5f7cf,-38.339848082999993,143.569094734500027
46,b413e0c9-8544-4f22-ab4e-e5b2324150a0,69.255111010918540,3cb27400-b641-48c7-8966-bb0d494b1666,-38.337073470000007,143.570399587999987
47,a13b8cb3-124a-4a1e-957d-f3a5811567fa,70.341622958966710,69cf8329-374f-4db5-9a0a-fe06749d2aec,-38.339337764999982,143.568777710500001
48,2ad7b2c8-5881-4265-813d-6e04af69deaa,277.204941465047398,60787b24-3ba9-48a2-b885-f2ab68655d15,-38.338144348443400,143.569382802654559
49,fcf205bf-91da-41f3-8436-171461596cb1,38.602900458801038,2b85f3f4-1c39-4263-b9f5-cfec7fdcaef8,-38.336946261999998,143.569804476000002
50,89a7af0e-6e0a-45bd-bd3b-7360ed2479d2,84.242970120665788,043ab763-aca4-49f4-ad6a-dde37bf6a049,-38.336611002500007,143.570091843499995
51,f3ebaac2-05d4-43fb-898b-8782ad276937,80.095991971654882,4fb8969e-ce2e-49a7-befa-55c4e0f85175,-38.339652505944485,143.568293216537484
52,2583aabd-5655-4d54-92f5-a085dffc2c24,365.147460292026096,d6dc6525-5ba0-450f-8120-c0c7b7592e66,-38.341574148678404,143.565172466050541
53,e5786765-2772-4e9c-8001-1dd920064610,316.200725558803811,7800baab-ff6b-4816-ac58-22f63e2ef313,-38.341099484887344,143.566116870843672
54,92ad1f70-6fdc-4292-aebc-97dd44d4fc05,31.403161087614190,493da80a-a44c-40f0-b12c-2195fd72e6e7,-38.339273326999972,143.568201601499993
55,4be5e78c-8b24-48bf-a38f-3ab97ad2f7aa,9.981378792031387,f5eb1339-2c3d-4176-921a-564f03824ee1,-38.336899768499990,143.569533132499998
56,c06d5a1d-f5d4-4230-a5b9-8d8b7c2e7fda,101.534690553647138,03bb67f6-a67c-4824-8521-a2de89c97855,-38.336817688402199,143.568903643714634
57,21a0b9b4-4af0-4bc6-8493-d9d01142b5e2,215.044498821450844,7a62563c-9f77-4c6f-a3d6-832c64e17188,-38.335934856499989,143.569655895999972
58,1d4752b9-9880-4d31-8404-fc4680423b9d,181.756605018752623,b9b92a35-2443-4e46-86f5-e55ed002b05c,-38.339138288499981,143.566994637499988
59,c5c1cf8a-b2be-4782-baab-453d54bc13a0,164.749352061333525,56f14a90-4214-4780-a778-72e1d90018a6,-38.338517459999991,143.568144473500013
60,c78b6b4e-4cac-4bf7-a792-b8a153f732c1,88.270676843967948,fc391c4f-518d-4f6f-8c15-61ea50824a96,-38.337724725000015,143.567765510500010
61,4e251532-1385-4408-b63a-9da7bb0a5fcb,423.879289322820455,7ab81b25-bb62-444a-91b5-9811467815c3,-38.334871167000017,143.568693120500058
62,9d66d0a6-aa1b-4b5f-b303-a78e6f260fe3,93.914169488565619,64b9070c-4c27-4d5f-8a55-ff057fcfed62,-38.336698760405383,143.567797060782766
63,264265ff-d650-4d94-89f7-52a99a474873,100.114291674893636,b9ca0ee6-87b4-46a8-857c-b716c8dec9da,-38.338115117499996,143.567191610500004
64,f3875743-30f3-41e7-9188-fd1f8276d440,92.629278311518050,dccbfd31-246f-4873-8d9e-3fd01606eaeb,-38.337608467500019,143.566741531499986
65,bb5676f6-cd20-4758-b8b5-3c0537e812cf,165.110500728682013,22e1fa64-76e7-4bea-94e6-4cbd78957c0f,-38.338286049000004,143.566091344999961
66,6286001e-73e2-4ebd-8b1f-6d5804f19e00,119.534802360749609,af43463a-8091-4e59-b3d7-1de75ef9e788,-38.338947378000000,143.565288659499970
67,77089587-c0be-47e8-8f1d-ee5de2cf86d6,424.315431145396246,a93fa4b5-91f3-4513-9839-3cdf083ea4d1,-38.334747740000012,143.567618066000023
68,05ce6fac-caf5-4153-bebd-fda1f452c911,79.086608022812769,c4005d21-4530-48b3-95fc-1a2f64cde263,-38.336586669000013,143.566817978000017
69,ebf3706d-511b-47c0-821a-4267f4f25f89,113.391665243294455,a2bca72b-dc19-432c-b48d-f0ca651e74bd,-38.337041798505943,143.566293960009631
70,7def33a4-02a6-4f93-9aed-1e9d6a6f6b63,229.716120895541820,a34899f1-43bb-43b3-af7b-78c0100cfd75,-38.336385283636851,143.565070402154646
71,6a773e5a-f0a9-476c-83f2-198d2363d740,179.344983894711305,eaf9aed5-028b-4d1e-9033-dc82958ace8c,-38.338070447500002,143.564743320499986
72,6a53edad-e9d4-43c8-9e68-c6adfc1f5adc,89.092155815713085,12a59f1d-aaed-4859-99ba-b7914b858cc6,-38.338809691500018,143.564108410500012
73,5002f577-d801-49c4-b94e-d336aeefb39d,893.143042506861093,fe071d4b-ef56-4ac0-8a7c-865de819cf28,-38.345632708746848,143.558530353452625
74,c691b00f-ac0d-43be-8c8b-d53682367249,190.874465376562597,0412f3ef-4ae0-42eb-96b4-1f9dc2f92c21,-38.339193999711796,143.563031532499878
75,dd8277e9-1254-47a7-b80c-8a5757ec30fd,305.463917383347621,1b38be13-06b4-4ae2-9b85-d99b10479ad3,-38.336054228500018,143.562039033500014
76,0ad01664-e24e-47a5-b6ef-947b4fc89462,317.530005788726271,d6c5f691-6177-4529-8ec4-895a8ee482c7,-38.334819342075704,143.564029023175181
77,ecc42a75-705e-4d9f-978c-a22c3c765d53,34.920575575889075,f399257e-6bbb-4274-8472-76eee8ae0acd,-38.341499910000010,143.559316126499994
78,092a09f2-9ed9-4513-b957-b8f7b567fbf0,55.548344683719748,7d738dd3-7fd7-4530-8274-3e48c874a7fa,-38.341096271405057,143.559387248298890
79,4f837724-73d7-418c-978d-6646fe5af56a,558.395031534055192,153ef3ec-d61f-41bb-a0a2-17a4bd96dc17,-38.338357066006324,143.559869741169280
80,b3720a3a-59f6-4669-b675-bd8c0ed98ab5,778.124976629032290,05189aec-3949-4af6-aab1-d25005976d15,-38.332396364500006,143.560941560499998
81,c617ba22-937f-4d02-ba53-2e02a22e65f9,244.202040483059875,c4804e2c-1dc8-4231-a9ff-be205f4da420,-38.335715770000007,143.558925091500043
82,be86f324-e8d4-4e0f-a5bc-059dde6ae479,216.730394295289727,aceeb5e3-5786-4094-84b8-bffe3a106e34,-38.328782733024518,143.562664037426543
83,b28b25cd-2d85-4371-bc87-33d63c9c1a7e,94.506793977085877,f3873214-3a48-4fd3-b193-8b70673e87d3,-38.328504263649798,143.561625931220931
84,65b51849-6a9c-40a9-9126-5949a88191c4,56.688139151487981,c19b7a69-6c5d-4567-a8c2-419744801284,-38.335531021693853,143.557220415936911
85,b9febbaf-9efa-45a5-864a-7c8a4cf3b603,270.785351995375549,0ddce91b-fce3-4e46-af3e-9057af71e639,-38.336601218437885,143.556094646810550
86,8e238999-43af-40ad-8cfc-5f05649693bb,84.461910375496089,531c045e-ba04-4ae3-b15c-0314a908f19f,-38.335444428500011,143.556420727499983
87,67740985-82bc-480a-82b1-eb17784bc4e9,162.267069026812095,46d2efc2-3122-4c57-9b66-58a233ee7da5,-38.336067268999983,143.555403520499965
88,eadef319-32d2-4e3f-84cd-b0449c710a39,45.420605206699769,de20649f-cf52-4bef-bedf-50731f49c49f,-38.335364630500010,143.555684896999992
89,7640d1ec-298c-4545-8b81-05f47a8dd96e,191.022222172496015,b36b637a-a542-4682-91de-abcdbb6b9b7c,-38.335228909999984,143.554343769500008
90,2d43fa03-24c3-4531-b4da-516022a992d3,208.032341013665672,1c47bf22-f0d9-4b3b-95e8-5e827824ed2d,-38.333702454688336,143.554521856078821
91,9d850fa1-fcd4-47e3-b384-f4c0923a2f09,232.686758683747740,b688ecbb-e89c-45ba-8a8d-c204c29fcb20,-38.330660065947825,143.574185121773041
92,f266b018-3fda-430f-bc7f-d63d0ff6587f,95.824597784426345,9949d641-39e8-40cb-9bd1-36c46fdf2be0,-38.329550873500011,143.572748110499958
93,927e7f7d-d700-4a19-a85a-2a5a2ba2edfd,215.782250670144862,7d8238ec-da34-41c2-acba-f1d254a73c43,-38.330576196500004,143.573116309999989
94,e29680d1-1bae-4672-8491-d8c7c7a70db1,109.270495743450226,c8af46d0-b1a0-498d-8c9b-3c4b2fe17389,-38.331753173500005,143.574813862500037
95,57be044a-5216-463b-a700-a00fe3ad244d,132.937429901886702,9abb7faa-db09-44d8-81b1-96e5011e2d39,-38.330081937497603,143.572044003790182
96,b41d2fba-c356-43e7-b0a9-83d5963e346e,166.826152660903915,ef0bc32e-21f3-444e-827e-6ed556f1419c,-38.329378079500003,143.571262291999972
97,c483bcda-8379-4124-b96c-33eecdff5ce9,207.748913786369968,cb79774f-8bcd-411d-b0c3-141f90f6b9d8,-38.332614927999998,143.574025379500029
98,de91b0a1-e0a4-416f-a4ab-9d4a3de71fe6,110.727907313191281,5f9996ce-b604-4542-8214-6dba4b8547d1,-38.331613564500003,143.573568409000018
99,f823b5ed-4cf6-4e76-b00e-9642836869b5,17.478945425097930,666b3dee-8976-4874-a6ae-c7adf38b1408,-38.331616254500005,143.572927002000029
100,111c8e54-868a-4653-8d41-476e8f1ccda6,145.859460340429763,98ea487c-0fc8-4c9f-b80c-1ff06ada69d1,-38.329172344499995,143.569493433999980
101,3ef98647-a376-48d6-b218-30a8e671bc6d,130.007831901254860,442e6ac5-91ae-47fa-a7b9-df8f75aae0b9,-38.329837159107321,143.570114266835162
102,69280c59-f9bf-4973-be8f-7eb5b0bbc76c,16.101863274867299,c769b03f-a234-4c06-a753-849017ca6d28,-38.330613250999988,143.571635434999962
103,74939011-dd43-4a44-ad51-638249d3296f,62.194467769032507,98996a05-b8ed-41ab-bfcd-6f62512ca75c,-38.330790847999992,143.571927276999986
104,c680dc54-6d6f-41a1-872f-cecd992bc350,83.933150541301984,5c46dd1e-debc-4d01-b299-df660bcf9f97,-38.331651491500025,143.572434651500032
105,6d1d2404-a32d-478e-a107-135f193042bf,97.522249362652374,5e29a5cd-21af-4927-a657-bcf533587db8,-38.332128058000023,143.572825501500006
106,8269207c-d4d9-4bed-b4d8-d3be506d1088,72.541876512720037,35bf2429-ebdc-4d45-a038-905b0dce027b,-38.330391498500006,143.571319774000017
107,d394b33f-6bc5-484e-b28d-93a592718d33,110.028504193305366,e0e5d672-577a-4187-9be7-5faaca4a5dbd,-38.331019971241112,143.571204774211651
108,cc6037b4-9aad-46df-83f2-139b49d3059d,112.446034908526158,d7952e45-803e-4b6f-97c0-2fe76d4c4bf4,-38.333467278999990,143.573220215500044
109,f3e5e136-6a15-4125-9f5f-417b61dfd998,83.368871164731218,cc532ef9-d36a-4a48-a3d2-cf1ec3c216d2,-38.332494377500012,143.572270488500010
110,d8623190-4414-40f8-978d-0d9464fda2c1,93.270300516423731,93d62e90-3b91-4274-aff5-765f594b974a,-38.332977719000013,143.572661744500010
111,59bc194d-b635-426d-bb70-41abca3e18f4,61.299407216562464,47f83468-d812-4fe7-9f39-d5e7eb0c5bc3,-38.330485728537056,143.569949784308818
112,5e0f927b-fdd3-4b85-b303-e1b787a077e1,31.176544730125528,17e75af5-0e63-438f-8744-e0da53b58467,-38.330359346000023,143.569576080499985
113,d4421bbb-3cae-44cd-9f58-d4f3a8a9459b,94.635243682556649,a4722a4e-8c69-446b-a317-b49194abc023,-38.331916968000002,143.570931282000004
114,dcaa8a44-402d-4a33-8ff9-2c6dc467fc23,200.385876311069808,d047fef1-8b9d-42a3-bbbc-362f0e63b468,-38.331360155500022,143.569879602500009
115,b5961654-088e-48db-bd03-bcf2b9024066,76.416196676438318,62ef1e9d-6c21-44f1-a2b8-32c64e7637eb,-38.330169205499999,143.569169953500023
116,8153492c-8def-416e-9579-bb8796502973,110.470498235331362,684d120e-26d6-4324-b645-f8064c6f946b,-38.330776407914762,143.569014468555139
117,b54c5ea4-aa63-4463-8fff-337abf9b1558,59.042574735797665,1ba42060-2d35-4195-b8fb-33611397b761,-38.333354551000014,143.572250031999999
118,e770fe3d-e64e-4260-b6c0-5ab850c47143,140.411592190338865,8b1e824f-f40e-40d6-9802-937c066169e1,-38.334019095000002,143.572467158000052
119,8368950e-e755-4987-82ac-63d389dd247a,70.207178494201159,24d10fce-e993-4376-b1ae-d6a6b8c63405,-38.333628673500016,143.571858118499961
120,d6bb52d7-8f5b-43b6-b2c0-a2ced203daf7,108.434952101822148,78690db2-879b-44af-a43a-75c5ecfbf998,-38.333244450500018,143.571302544499986
121,6abc2cdd-0e53-416e-8792-09eb9b400f25,93.722439726434516,789a5d7b-9358-401c-9718-092c0f03f53d,-38.332755786500002,143.570769552000002
122,4a443068-6439-46c4-b74a-6c0951b4caef,132.067100483692855,8a1e9f59-729b-4dde-9ab9-cc0b9448b188,-38.332249301499985,143.570103307000011
123,9f8043f5-4a05-49d1-a615-cb6d4d2b1e21,153.967383037196697,290a8e7d-defc-443e-9bd9-f0420ad82dc6,-38.333841760000013,143.570928916500009
124,33252b9e-94bf-4c60-a8bb-1f0199045f94,70.223419312704621,519e3aff-a64a-42d0-a730-0b2d292ef5e8,-38.334254598499996,143.571742156499965
125,dc369bce-bd7a-40f6-9263-4ea40975c8c0,189.163365976857023,5ac68ca1-f4cb-4a6b-a9c7-f6631211d604,-38.332067521000035,143.568587025999989
126,8edc43c0-1b63-45a9-99c0-78cf8825bc9c,58.872653893715331,b82da49f-919b-490a-a7b1-17a004b3ee9e,-38.334606205999989,143.572017168000002
127,2b9da496-07bd-4a28-b773-a8e4cf99a795,112.277882496060315,c18cfa15-ad2f-4f87-bdba-476d5ea1987d,-38.335145181999991,143.572256793999998
128,a8719ae8-430b-4347-bf87-2ca40b2137d1,48.099975830177712,17b10f18-1dc3-4c4c-a555-0f0ac6274a61,-38.333141522500000,143.570416968500012
129,e9f577a1-bcd5-4b12-994f-164c6e44df2b,40.229208697301523,c6bbd882-6243-48b0-8c58-a9c9a34c5f58,-38.332930672999993,143.570178938500021
130,3f71c64c-93f8-441f-b980-fa064df4ba09,96.097448649418411,f38ad0a6-8363-4a83-aeb1-715a5315d65b,-38.333046714000005,143.569601190500009
131,520975bd-375a-4d1b-9367-41071a66029b,70.759519806426198,b90591ae-e31a-4663-823d-483be79b5adb,-38.333426383642099,143.570111763770399
132,121050fb-601c-472a-aa3d-efb2001c3712,153.475968667830955,60d96816-83ef-499c-99e7-83e2aa5bbef1,-38.334466866499973,143.570815757999981
133,1c0ad922-f1ae-4c3e-8e5d-4fecc46a513f,221.235946100875765,c304adb6-1c99-4f47-816b-668313a88fed,-38.335022368084893,143.570943197369047
134,85310754-581d-4f4e-891f-6d902a80d240,245.173920323551613,06c9c1a6-28b1-461e-b0a9-b70e26fcebe6,-38.335642797457261,143.570951704539539
135,2ac79360-d171-40b9-9f98-4672f270b7d8,90.601809198305943,ffa7ac92-4733-464a-a6bc-c0b29dae7ad3,-38.336049291999984,143.572087857999975
136,5880800f-6467-4354-a63f-f9abaab9b823,69.958187321591893,83526f22-3aa2-46ed-9f04-d103edff45a6,-38.334054027999997,143.570002518000024
137,e807e341-b6e8-4119-a487-5a3a507753e5,55.692699808089799,60fbde5a-1e5a-478d-bcc8-ece1ac74b14f,-38.332946902500026,143.568742460500005
138,6d0b7bb2-a8e3-4876-9fc0-0764233a4e4e,40.367809857058724,11c475bf-f795-4893-abbc-033a5b71691d,-38.332883504000023,143.568199057000015
139,d4e86696-4b5d-4678-9407-aef4c5a1102a,68.464888873818225,617a3c99-0910-4b31-a83b-0af06ec99121,-38.334671349999979,143.569891278999989
140,ab6a1061-eb99-4817-a075-2101fa7c01c6,522.493496272339371,ce59c4b1-511a-4809-9dbf-edbe7643aacd,-38.345128330000023,143.568146736499955
141,09a1dd6c-3808-48d7-bcaa-fc1b650a9ddc,244.663866435561545,00379d00-da25-468b-8a29-b1ff7a51665e,-38.345683741371360,143.571603817730164
142,3e88f189-c249-4499-a6d7-1bce0cc28991,119.977245118911128,9491cdb2-295a-476d-8ab4-f0720597ab34,-38.345122727499984,143.575361379500009
143,de2d59ca-9b8d-4219-a7b4-bcbe2917ed08,80.465761654117259,024e94f6-92b1-4fbc-998c-a6d96dea4b9c,-38.345279755000007,143.570457905500007
144,27436097-dd8c-4a14-95da-bb102d8f650b,35.842020528628581,0dafb611-02d1-4218-893b-7b52d09f6ff4,-38.345171537999995,143.572604893000005
145,d4050094-7d14-49ab-8b74-9636cef611a5,312.981154407317320,2a34aa2f-6794-4201-937d-284dd264779a,-38.344541351019352,143.573865106714436
146,c2b12f61-e2da-4f20-996d-d3a58f53c8ed,166.232084949053274,d2d1e6f0-dfd2-46d9-9ec1-2692cb448b4e,-38.345036411499990,143.571462017999977
147,c07d0b01-0976-44e5-b7e1-08a34bb92e9d,208.950575560086492,7c880392-e9d4-4dc4-9f0d-7dcf5c396713,-38.343990015023969,143.570698896231164
148,db865937-1185-4e67-8b04-9e87b68571df,53.311080045269506,0c2f1ce8-43b6-43e5-a5e0-53658bcbb109,-38.344349869500007,143.575496226500036
149,1b84cee6-8172-469c-a8d0-088ea245a154,56.733154360118199,8d894411-3c89-4acf-8115-629565134d4c,-38.343862806000004,143.575613080000039
150,e9a75183-b5fc-4051-b6b9-497ff24d265f,209.171085615082887,ee11b5b4-1d1c-47f1-999b-2510143dabaa,-38.343976240500012,143.574369328500040
151,55328240-854b-4103-9172-1ca9e2d5729e,102.799680175645719,0ec8e171-2a57-4757-986f-aaed98125b0c,-38.343678955999991,143.576255046000028
152,c2e3d354-d022-4ea4-81ca-dc3ac7ef950b,13.567693712405768,1f9c7ed6-db44-40b3-8632-212362087cd4,-38.343551232500005,143.575684572499995
153,8ed3d43c-a888-42e4-8380-0eb49395c0d8,423.937589087379081,5d7af36a-6c2e-4cb8-9410-7f7a71faffba,-38.343335395499992,143.573274160500034
154,a170841c-71fb-4b21-b1b7-b16d1dc3b1a7,26.060258075751548,47251675-b2dd-41e4-8a29-bb5edc77e474,-38.343374622500022,143.575717462999989
155,782d3f39-b015-493c-b2da-90c86e38f332,102.953149540261904,7ab1d0bc-5797-4c93-bf77-add4e2c6afff,-38.343325260500023,143.576321799500022
156,07af0b88-2155-4eef-bd1b-da4e757a7732,81.671878804989561,c46894d4-0aa9-441f-abe1-4c2bd7044ffe,-38.342894491000010,143.575806866500045
157,93650fb7-f0ab-40e9-85ae-14ff78f028cb,202.720687618167972,b827e8a4-6c0e-415a-b534-d73027c34b46,-38.342927066751223,143.569727609796047
158,fe7f5b51-6195-42cb-9036-5d7eb11e6da5,23.016174850832822,8d51ef13-5b50-44d6-92ec-57d6468da161,-38.342998143763147,143.570963186673396
159,df689ef0-b1c6-47c2-b4b3-ab1933045b82,20.465111168307779,86d95f3c-0353-49a8-9ded-6dcfd7ab34b4,-38.342820460313774,143.570994678942981
160,9391f752-6945-47a3-b93c-2fcbfd7d1a9f,10.042175817339926,32cadd95-8628-440f-b064-8f30adce6006,-38.342754854248767,143.568587641524829
161,409f8295-5ed7-4232-89cd-7a2626884d96,86.679594855355049,c827d493-7dbe-4258-8814-2fc9d36ea6b2,-38.342364901499991,143.571004337999966
162,cdd5f50c-fa62-4850-ada8-657a973d04b3,59.326957520605362,68a09f5f-b5ee-415a-a533-c0b96cfee24e,-38.342266095500008,143.575923844000044
163,683bbbd9-6363-4fb9-b5e3-aff78efacf8d,423.931666692090630,5708fbc6-6632-481c-b0a9-54d856aa56d2,-38.342254550500002,143.573475470500000
164,732d5631-63e9-4384-9780-713584004aa7,102.548732978193712,16837569-2011-498c-b788-7993b6314a3a,-38.342069430000009,143.576553227500028
165,fb3c8f3f-2ccc-4458-8a88-95b1aab9e454,81.165222518627118,8c05b7d7-97ef-4e85-9a30-76131085bf25,-38.341639960500004,143.576040422000005
166,7d217890-2bbb-4068-a41a-d638aee63cd8,140.981256730700210,4ffedda9-b3c4-4fed-97de-6e914f1c810a,-38.341350300000016,143.571193422499960
167,5c18c283-295a-4da2-839d-9a15eedecbe3,202.031604804734343,ca8d8894-394b-4c2f-9731-658e584f5376,-38.341145699000009,143.574964634499963
168,4e08020c-8382-4228-9fca-a7b51c878930,60.135235159448087,2ad5d53c-8a12-4596-a960-f23742245cb4,-38.341010225499986,143.576157690000002
169,e2b7a8fd-fa5a-4532-a1c3-f221df1277f1,221.884827584623878,99d3aecf-d25f-44f2-a340-17786a8326fe,-38.340867583500028,143.572566008499962
170,cc7d218a-9e33-4e4a-a4e1-ef4cb6f74fec,60.032754704490756,4883715e-b0d1-4c04-adbb-a2934d9dbd64,-38.340745650500025,143.573871582499976
171,369b339f-9433-40e6-b2d8-48e3a4e68ccf,61.104514612714027,fc805b5d-04c5-4df5-bbd8-776d60222974,-38.340469894499989,143.576258302500037
172,65a259b5-2402-4299-abad-31114f15caf3,201.983803406649940,e505a085-3095-46ef-87f6-9d3f8740a543,-38.340610177000002,143.575064638000015
