row_id,mRID,mainAddress,Location.mrid,x_position,y_position,PowerTransformerEnd_mRID
56,e02f2186-285f-4f70-ab22-d770ad101ef3,"Rae st, Colac
Victoria 3250",2c4c65d2-43e3-496f-b216-568f0d1f4529,143.588545,-38.341991,c18fcb50-11e9-4547-8318-7dba2f276941
57,00e9ff72-e5f7-474c-aed3-1a52a8e50ac0,"19 Rae st, Colac
Victoria 3250",849c7e73-950b-4a1f-b326-d24c559197fb,143.588546,-38.342002,aa03c71b-5583-4a80-801e-9cc1d06fda02
58,e59d59f8-3c94-4986-8c0e-2f2cfb860caa,"7 Saunders St
Colac East VIC 3250",22242f6e-1cbe-4998-9d9a-e0a243f7620b,143.609658,-38.332787,655c7302-b1dc-4023-8088-b49c31092c6b
59,c4d55157-494d-4864-9f4d-7c1195ee0ed9,"19 Saunders St
Colac East VIC 3250",dac43cba-646a-4ed3-9f66-62b021702ba0,143.610842,-38.333093,4c1855aa-875b-4b1c-b508-08d50a59c1fd
60,e4433c6d-b425-439f-a7f8-872d14e9e27c,"83 Sinclair St
Colac VIC 3250",d0fab870-3f8a-4297-872d-6b8d774c3b51,143.571063,-38.340104,2ac02c59-61f3-4905-a7e4-f79e5ff6926b
61,93f10326-6390-445c-b118-bb1a512df965,"56-62 Sinclair St
Colac VIC 3250",e98576c1-0349-4bf5-872d-76204c7f8f6a,143.571945,-38.336167,08745874-3531-4820-9fc7-0c38ac3f6c11
62,b31ebfbd-c885-4a82-91af-3036e95c3836,"65 Sinclair St
Colac VIC 3250",72afde31-7879-46c9-bb0f-f35676b6490f,143.571698,-38.336518,732fe79d-e708-403f-85de-56e4bfcea3b9
63,1beab8bd-c8d9-453c-afe7-ec4f8ea65fe8,"2 Sinclair St
Colac VIC 3250",d1b5c252-a8f4-46cf-80d1-7b748fa0f3b8,143.573437,-38.329901,eb78eb74-bdb0-4758-a73d-70b0e379d025
64,0bf54aa8-3bc3-49fa-bb6a-fc4c0d4e6545,"223 Sinclair St S
Colac VIC 3250",d11b7626-840e-4187-b614-06620976c098,143.569459,-38.348808,5709305e-3f46-44ba-9787-e0e9828c4518
65,d665bce6-4e8e-4a9a-a6cf-ef43187b7eab,"94 Sinclair St S
Colac VIC 3250",c03cc352-9f4a-4528-ba7b-570ef498eaf9,143.570809,-38.344603,985519f9-a215-40f7-b0ec-492cebe03c07
66,683e5ed2-7da0-44aa-94e8-7ddd35011646,"35 Stodart St
Colac VIC 3250",0aa7fdce-c03a-49a0-aa86-a6801ebb9b54,143.570222,-38.328975,91fd5334-4415-4ea3-94b7-c06602764806
67,299fa5ed-4e62-4dc6-9fc8-14c08f99444c,"45 Tulloh St
Elliminyt VIC 3250",6c89ac1a-11aa-4d18-aeea-c5d7403b1359,143.587391,-38.365721,1627c112-2034-4dfb-9991-2b1b3d437c42
68,359ebce2-2746-4ad2-b498-4645554eea86,"57 Wallace St
Colac VIC 3250",d6d9ade7-030d-47de-9632-9596189be953,143.599267,-38.341249,ba235e82-0862-4878-b5dd-dc4d8dc4b40e
69,8a3355c9-07d0-432d-b9bf-0c6b05c8be7f,"2-14 Wheal St
Colac VIC 3250",d5653f4a-18ec-4bd0-9706-d2e11e9df3af,143.59075,-38.347708,1bf8c142-f3cb-4427-b5aa-822b12242530
70,03759eeb-bdc4-4680-bfec-b579230c269d,"128 Wilson St
Colac VIC 3250",0a6cf696-8dd0-4a78-95b7-7adb60c91a0b,143.587517,-38.345184,ead09f0d-7c28-4a52-a34a-2212a272f25e
71,3a63621e-8cb5-44a7-a530-cce80a80e288,"75-51 Wilson St
Colac VIC 3250",4d6927ec-b0ed-42ff-b1c9-bb8e34f53e8e,143.59861,-38.34619,092999f1-cd72-4ced-bc43-de6df60a9e65
72,d1f1dc03-491a-4f82-a1cc-7107935a70f2,"11-1 Wilson St
Colac VIC 3250",46b0461b-58bb-427a-9bd0-f0ef745c6062,143.60363,-38.345175,4c2fb62f-286b-43fb-a429-e5e82fbd2854
73,e88b3991-e364-4de2-a307-47478aafd99f,"1 Woods St
Colac VIC 3250",7773f3ff-925b-4765-9616-b64ea390122b,143.598369,-38.337922,e2ac7e45-3241-412f-beac-162cbbe15af5
74,af21223b-172e-4f98-b622-647856b5f6c8,"1-33 Treatment Works Rd
Colac East VIC 3250",9ecd2432-c603-4f18-aad4-1e6e9a1533dd,143.610214,-38.326444,0c172f5d-93b3-485d-92cd-c4e900e96d47
75,ebb24edc-3f26-46ff-abbe-1beaa8ade25b,"49 Rossmoyne Rd
Colac West VIC 3250",243578bb-9239-4cae-a781-d0e4690d1a5c,143.549407,-38.331168,dd0cb17c-46b5-4d4a-a3fd-3992a54c407e
76,39ddc6d2-a884-4bd2-9817-d17a4cd69b26,"Colac West
Victoria 3250",0f00ae72-99c4-479a-b870-e50c1ba85fa6,143.548083,-38.329057,95d9d5e5-20f6-4dfa-859f-0517ed0597e1
77,144dde0f-f65f-4a64-8e7e-ccec8850e862,"193-177 Queen St
Colac VIC 3250",29e3d5a5-4cab-41c2-9d96-3d82c2465d65,143.590292,-38.353884,5e60287f-328f-4fa1-b1fd-6ae2c058c2da
78,3d7a2a69-52c1-4725-ac59-db8d66b6cabc,"135 C161
Elliminyt VIC 3250",58c95379-071c-443f-920c-93f472f8447e,143.567219,-38.359216,0a5659ca-3e13-49ad-8e0a-7def3380f63f
79,f65d9173-721f-4306-a4e0-2547a420e709,"Irrewillipe Rd
Elliminyt VIC 3250",1d92b699-66ff-4bf6-8210-b23acfb1d06e,143.55421,-38.367926,3ab56d91-cabc-4759-a82a-7a35f52c2948
80,e9af2fc4-0dbe-4207-bf6c-703b27f4f942,"59 Harris Rd
Elliminyt VIC 3250",4f52f5bd-1531-468d-a8d4-cf2726705c78,143.584846,-38.367529,7516b823-3de4-4eec-b22d-de5960f1b545
81,7fafa3c7-d93d-4b99-be7b-70340227b7be,"105 Harris Rd
Elliminyt VIC 3250",ccce7054-9621-44d5-8277-c5b607beaf0c,143.576698,-38.366667,bc0bb313-8e97-44b0-a984-9aaa6d748eab
82,460678d7-d28e-4410-8b54-0d4f8069300f,"125 Harris Rd
Elliminyt VIC 3250",7ff2ee7e-3e15-4743-9cda-43f1ebadfcb1,143.573458,-38.36648,ade30a0d-65a8-4dbe-b285-bcad80107071
83,d9d11b7c-5068-4b99-bd34-45c43821b1ab,"145 Harris Rd
Elliminyt VIC 3250",c930d8be-3a72-4919-8460-1824ea843080,143.569101,-38.365471,8cebd2f5-51f0-4cd4-90d4-daacd84490d5
84,f2b78e8b-9635-4558-87a9-c2af81159c93,"Colac East
Victoria 3250",d1f1c56b-5f52-4ba9-8df2-33c834b9dc9a,143.617566,-38.327241,f7dcfcc0-3506-4923-8971-ea9d08308704
85,22029de4-2e6c-4250-92b7-69ebd3065edb,"150 Drapers Rd
Colac East VIC 3250",34c1b352-4c26-4503-a8a2-89e34a1ba89b,143.624927,-38.337251,bf37573c-9b4e-473e-a01e-ea3d5683c42f
86,d0f0142e-c71f-4982-ab4c-21ae2b4b6fcd,"80 Drapers Rd
Colac East VIC 3250",863f6aab-ff66-41c9-9ff7-729eac290e0b,143.625563,-38.3319,48e88e58-a075-4176-899d-f8b17329ca48
87,b73f38a0-874a-47ad-b994-9a2f0584364f,"162-188 Cants Rd
Elliminyt VIC 3250",26458ac7-b6e1-4b47-8d0f-1e7e0f41e212,143.56737,-38.348599,9f8b2780-6680-43b8-9680-8debaa9275ec
88,96715344-69cc-41f2-85fa-ce6f10756fe5,"TutorBright
Main St, Elliminyt VIC 3250",0b963510-c0e6-4fad-9263-def60af764fd,143.583065,-38.36058,f757241a-2806-481d-822e-c9409906d520
89,d90368e7-9c01-4c7f-a64d-a18cf52c2664,"35-39 Murray St E
Colac VIC 3250",cee8dd87-b400-4034-88cc-f70d4cdb5a11,143.595959,-38.338003,a063ae9f-c4fc-44b2-840b-2870ee591d4d
90,ae3056c2-1595-4d11-a8c2-28e1b212bf83,"4 Hugh Murray Dr
Colac East VIC 3250",6c5f37e6-1f29-424f-9bd6-c6e572cdb858,143.610829,-38.34198,8e042178-1f0c-46ba-9ad9-4e3e7e58e95b
91,cd645f65-c565-42ee-9946-90b1660326ce,"11 Hugh Murray Dr
Colac East VIC 3250",32d0fec8-3f3d-47b5-a5c8-0aa14b120aca,143.610881,-38.343627,b897600f-a46d-4d51-9e09-556bcc75d7a1
92,80ce1cc2-a82f-4c02-b62d-9e2f3fc6d156,"30 Hugh Murray Dr
Colac East VIC 3250",d5adac46-d6ec-4079-8de1-fabbf30c0a30,143.610179,-38.344771,d8774da5-1981-4059-b4bc-ddafe4b83b3f
93,23221f15-54db-4c9d-9523-a696052afe59,"41 Hugh Murray Dr
Colac East VIC 3250",35a4689f-19db-43e0-88c0-5ef457202bd5,143.61193,-38.343821,605d9535-ed2e-4355-a3db-a93decfcba05
94,be9e880a-703e-4f77-ac89-430ddbd90f07,"33 Hugh Murray Dr
Colac East VIC 3250",10adb527-6a60-4b17-86be-3617386cd37e,143.611673,-38.344902,eba2a823-2771-498e-8b33-6ae695c6de78
95,6fc71ff1-f4d7-41f2-bde9-2fa98ebd0317,"74-78 Hugh Murray Dr
Colac East VIC 3250",9c600c82-fc7c-447d-969b-60fb9b18084b,143.612529,-38.342527,9095923d-d068-4679-9a12-d62c717b7688
96,db8563a0-48d1-42c0-a1c3-917450cb740e,"1 Kelly Ct
Colac VIC 3250",1db47153-2e80-4379-9bae-90eda621c5bc,143.603503,-38.345577,20cf5697-c7f4-41eb-b067-739b82980f11
97,4c4d7bf4-c1d8-4ed9-a506-8081879c265b,"1 Buckland Ct
Elliminyt VIC 3250",4b7c906c-566d-4182-b17d-7c9b00bfc79c,143.584401,-38.366028,c20917d9-1873-4559-8013-756b58089902
98,7fc479df-e5a0-4960-bc6e-323dfae9f31d,"16 Beechy Ct
Elliminyt VIC 3250",bec7b525-936b-4955-8c0c-855ac74f51a8,143.594937,-38.367032,6f74c03b-7e23-4e62-9dca-1265b958a35d
99,2571ee22-8d95-4fcf-abc9-f5912f867f8a,"22A Quamby Ave
Colac VIC 3250",266f0f7d-5d68-4cc0-af6f-134f4d1c0fcb,143.595776,-38.333256,f1b827b6-d5ed-4780-8a6e-25d2db7a79e2
100,6186e011-86c0-4b8f-afd5-5266058e1732,"Balnagowan Ave
Colac VIC 3250",3144860c-da45-4547-9de4-0358d205f2a3,143.573051,-38.328653,6a37aac4-049e-43c6-8b9a-bdb468f909c8
101,cf7de502-a56c-4ed3-83fe-99980807693e,"11 Leah St
Colac VIC 3250",04b869dd-6825-43cc-a4df-8d841c6c62de,143.6002221,-38.34401529,68d87230-27c9-4624-8123-233543215be4
