row_id,ACLineSegments.mrid,conductor.length (m)
47,a13b8cb3-124a-4a1e-957d-f3a5811567fa,70.34162296
48,2ad7b2c8-5881-4265-813d-6e04af69deaa,277.2049415
49,fcf205bf-91da-41f3-8436-171461596cb1,38.60290046
50,89a7af0e-6e0a-45bd-bd3b-7360ed2479d2,84.24297012
51,f3ebaac2-05d4-43fb-898b-8782ad276937,80.09599197
52,2583aabd-5655-4d54-92f5-a085dffc2c24,365.1474603
53,e5786765-2772-4e9c-8001-1dd920064610,316.2007256
54,92ad1f70-6fdc-4292-aebc-97dd44d4fc05,31.40316109
55,4be5e78c-8b24-48bf-a38f-3ab97ad2f7aa,9.981378792
56,c06d5a1d-f5d4-4230-a5b9-8d8b7c2e7fda,101.5346906
57,21a0b9b4-4af0-4bc6-8493-d9d01142b5e2,215.0444988
58,1d4752b9-9880-4d31-8404-fc4680423b9d,181.756605
59,c5c1cf8a-b2be-4782-baab-453d54bc13a0,164.7493521
60,c78b6b4e-4cac-4bf7-a792-b8a153f732c1,88.27067684
61,4e251532-1385-4408-b63a-9da7bb0a5fcb,423.8792893
62,9d66d0a6-aa1b-4b5f-b303-a78e6f260fe3,93.91416949
63,264265ff-d650-4d94-89f7-52a99a474873,100.1142917
64,f3875743-30f3-41e7-9188-fd1f8276d440,92.62927831
65,bb5676f6-cd20-4758-b8b5-3c0537e812cf,165.1105007
66,6286001e-73e2-4ebd-8b1f-6d5804f19e00,119.5348024
67,77089587-c0be-47e8-8f1d-ee5de2cf86d6,424.3154311
68,05ce6fac-caf5-4153-bebd-fda1f452c911,79.08660802
69,ebf3706d-511b-47c0-821a-4267f4f25f89,113.3916652
70,7def33a4-02a6-4f93-9aed-1e9d6a6f6b63,229.7161209
71,6a773e5a-f0a9-476c-83f2-198d2363d740,179.3449839
72,6a53edad-e9d4-43c8-9e68-c6adfc1f5adc,89.09215582
73,5002f577-d801-49c4-b94e-d336aeefb39d,893.1430425
74,c691b00f-ac0d-43be-8c8b-d53682367249,190.8744654
75,dd8277e9-1254-47a7-b80c-8a5757ec30fd,305.4639174
76,0ad01664-e24e-47a5-b6ef-947b4fc89462,317.5300058
77,ecc42a75-705e-4d9f-978c-a22c3c765d53,34.92057558
78,092a09f2-9ed9-4513-b957-b8f7b567fbf0,55.54834468
79,4f837724-73d7-418c-978d-6646fe5af56a,558.3950315
80,b3720a3a-59f6-4669-b675-bd8c0ed98ab5,778.1249766
81,c617ba22-937f-4d02-ba53-2e02a22e65f9,244.2020405
82,be86f324-e8d4-4e0f-a5bc-059dde6ae479,216.7303943
83,b28b25cd-2d85-4371-bc87-33d63c9c1a7e,94.50679398
84,65b51849-6a9c-40a9-9126-5949a88191c4,56.68813915
85,b9febbaf-9efa-45a5-864a-7c8a4cf3b603,270.785352
86,8e238999-43af-40ad-8cfc-5f05649693bb,84.46191038
87,67740985-82bc-480a-82b1-eb17784bc4e9,162.267069
88,eadef319-32d2-4e3f-84cd-b0449c710a39,45.42060521
89,7640d1ec-298c-4545-8b81-05f47a8dd96e,191.0222222
90,2d43fa03-24c3-4531-b4da-516022a992d3,208.032341
91,9d850fa1-fcd4-47e3-b384-f4c0923a2f09,232.6867587
92,f266b018-3fda-430f-bc7f-d63d0ff6587f,95.82459778
93,927e7f7d-d700-4a19-a85a-2a5a2ba2edfd,215.7822507
94,e29680d1-1bae-4672-8491-d8c7c7a70db1,109.2704957
95,57be044a-5216-463b-a700-a00fe3ad244d,132.9374299
96,b41d2fba-c356-43e7-b0a9-83d5963e346e,166.8261527
97,c483bcda-8379-4124-b96c-33eecdff5ce9,207.7489138
98,de91b0a1-e0a4-416f-a4ab-9d4a3de71fe6,110.7279073
99,f823b5ed-4cf6-4e76-b00e-9642836869b5,17.47894543
100,111c8e54-868a-4653-8d41-476e8f1ccda6,145.8594603
101,3ef98647-a376-48d6-b218-30a8e671bc6d,130.0078319
102,69280c59-f9bf-4973-be8f-7eb5b0bbc76c,16.10186327
103,74939011-dd43-4a44-ad51-638249d3296f,62.19446777
104,c680dc54-6d6f-41a1-872f-cecd992bc350,83.93315054
105,6d1d2404-a32d-478e-a107-135f193042bf,97.52224936
106,8269207c-d4d9-4bed-b4d8-d3be506d1088,72.54187651
107,d394b33f-6bc5-484e-b28d-93a592718d33,110.0285042
108,cc6037b4-9aad-46df-83f2-139b49d3059d,112.4460349
109,f3e5e136-6a15-4125-9f5f-417b61dfd998,83.36887116
110,d8623190-4414-40f8-978d-0d9464fda2c1,93.27030052
111,59bc194d-b635-426d-bb70-41abca3e18f4,61.29940722
112,5e0f927b-fdd3-4b85-b303-e1b787a077e1,31.17654473
113,d4421bbb-3cae-44cd-9f58-d4f3a8a9459b,94.63524368
114,dcaa8a44-402d-4a33-8ff9-2c6dc467fc23,200.3858763
115,b5961654-088e-48db-bd03-bcf2b9024066,76.41619668
116,8153492c-8def-416e-9579-bb8796502973,110.4704982
117,b54c5ea4-aa63-4463-8fff-337abf9b1558,59.04257474
118,e770fe3d-e64e-4260-b6c0-5ab850c47143,140.4115922
119,8368950e-e755-4987-82ac-63d389dd247a,70.20717849
120,d6bb52d7-8f5b-43b6-b2c0-a2ced203daf7,108.4349521
121,6abc2cdd-0e53-416e-8792-09eb9b400f25,93.72243973
122,4a443068-6439-46c4-b74a-6c0951b4caef,132.0671005
123,9f8043f5-4a05-49d1-a615-cb6d4d2b1e21,153.967383
124,33252b9e-94bf-4c60-a8bb-1f0199045f94,70.22341931
125,dc369bce-bd7a-40f6-9263-4ea40975c8c0,189.163366
126,8edc43c0-1b63-45a9-99c0-78cf8825bc9c,58.87265389
127,2b9da496-07bd-4a28-b773-a8e4cf99a795,112.2778825
128,a8719ae8-430b-4347-bf87-2ca40b2137d1,48.09997583
129,e9f577a1-bcd5-4b12-994f-164c6e44df2b,40.2292087
130,3f71c64c-93f8-441f-b980-fa064df4ba09,96.09744865
131,520975bd-375a-4d1b-9367-41071a66029b,70.75951981
132,121050fb-601c-472a-aa3d-efb2001c3712,153.4759687
133,1c0ad922-f1ae-4c3e-8e5d-4fecc46a513f,221.2359461
134,85310754-581d-4f4e-891f-6d902a80d240,245.1739203
135,2ac79360-d171-40b9-9f98-4672f270b7d8,90.6018092
136,5880800f-6467-4354-a63f-f9abaab9b823,69.95818732
137,e807e341-b6e8-4119-a487-5a3a507753e5,55.69269981
138,6d0b7bb2-a8e3-4876-9fc0-0764233a4e4e,40.36780986
139,d4e86696-4b5d-4678-9407-aef4c5a1102a,68.46488887
140,ab6a1061-eb99-4817-a075-2101fa7c01c6,522.4934963
141,09a1dd6c-3808-48d7-bcaa-fc1b650a9ddc,244.6638664
142,3e88f189-c249-4499-a6d7-1bce0cc28991,119.9772451
143,de2d59ca-9b8d-4219-a7b4-bcbe2917ed08,80.46576165
144,27436097-dd8c-4a14-95da-bb102d8f650b,35.84202053
145,d4050094-7d14-49ab-8b74-9636cef611a5,312.9811544
146,c2b12f61-e2da-4f20-996d-d3a58f53c8ed,166.2320849
147,c07d0b01-0976-44e5-b7e1-08a34bb92e9d,208.9505756
148,db865937-1185-4e67-8b04-9e87b68571df,53.31108005
149,1b84cee6-8172-469c-a8d0-088ea245a154,56.73315436
150,e9a75183-b5fc-4051-b6b9-497ff24d265f,209.1710856
151,55328240-854b-4103-9172-1ca9e2d5729e,102.7996802
152,c2e3d354-d022-4ea4-81ca-dc3ac7ef950b,13.56769371
153,8ed3d43c-a888-42e4-8380-0eb49395c0d8,423.9375891
154,a170841c-71fb-4b21-b1b7-b16d1dc3b1a7,26.06025808
155,782d3f39-b015-493c-b2da-90c86e38f332,102.9531495
156,07af0b88-2155-4eef-bd1b-da4e757a7732,81.6718788
157,93650fb7-f0ab-40e9-85ae-14ff78f028cb,202.7206876
158,fe7f5b51-6195-42cb-9036-5d7eb11e6da5,23.01617485
159,df689ef0-b1c6-47c2-b4b3-ab1933045b82,20.46511117
160,9391f752-6945-47a3-b93c-2fcbfd7d1a9f,10.04217582
161,409f8295-5ed7-4232-89cd-7a2626884d96,86.67959486
162,cdd5f50c-fa62-4850-ada8-657a973d04b3,59.32695752
163,683bbbd9-6363-4fb9-b5e3-aff78efacf8d,423.9316667
164,732d5631-63e9-4384-9780-713584004aa7,102.548733
165,fb3c8f3f-2ccc-4458-8a88-95b1aab9e454,81.16522252
166,7d217890-2bbb-4068-a41a-d638aee63cd8,140.9812567
167,5c18c283-295a-4da2-839d-9a15eedecbe3,202.0316048
168,4e08020c-8382-4228-9fca-a7b51c878930,60.13523516
169,e2b7a8fd-fa5a-4532-a1c3-f221df1277f1,221.8848276
170,cc7d218a-9e33-4e4a-a4e1-ef4cb6f74fec,60.0327547
171,369b339f-9433-40e6-b2d8-48e3a4e68ccf,61.10451461
172,65a259b5-2402-4299-abad-31114f15caf3,201.9838034
173,a78ab136-8b83-4056-839e-4e1d3f35b185,15.73082508
174,0bb641b5-86b5-44ed-8cbe-831dab74505a,205.274625
175,972a8f9e-dad8-4691-b289-23100d1d7d17,45.41665475
176,4f24eb82-1d42-4842-bdef-67d7027972d7,61.09259331
177,9dc701c9-0775-46b3-b0ce-b4a3be830fa5,151.5742274
178,c719aea8-c3b4-4743-8e3a-bf0b8ae24883,131.2109298
179,425441c9-38d2-4a51-8677-1288e42261f1,105.1004555
180,7ef4bd2d-40e4-4404-873f-de8d08bb5709,48.53446032
181,80e270b1-f213-40f6-9919-5fcf9d7d0b1e,201.9359054
182,cb473637-5715-4c43-b2ec-16fe48e87f67,88.7757862
183,39871012-446d-464e-88c6-3b016f520ab8,59.83992255
184,586993c5-bb1d-402e-befb-a19dd2c25175,109.7586033
185,0f4f1d12-8264-47b1-b1c9-21df706d2c75,44.5481111
186,8e7a8b94-0ed9-4a2b-9fad-de0441583da6,111.9359755
187,8fd7431d-29d6-4b56-8508-751741abddac,103.8450757
188,ebb9088c-e7fd-426d-a680-0d7bad1f7288,65.37890489
189,fec6046b-1692-4206-ae0b-a412144d50a9,88.63624356
190,3e837a45-867a-4281-8710-a1a4fbe73b5d,43.3904791
191,cec22ed1-ed66-442c-9b56-9e2c88c0bf57,423.4972173
192,ac614e3a-c2e7-475a-924c-4c14bca9e275,57.93302926
193,38feee38-25a4-4927-89e2-3a24c6fc3f39,100.7913848
194,46fd1184-d2f2-417d-894c-5a18e520b660,14.67807921
195,463970b4-9761-473d-bf42-9b30e961e073,64.4083905
196,6a15e923-f0b2-4315-9f3f-7e72af032394,311.0790056
197,0a08b67d-4c16-43cc-b943-226bd040998e,161.9527978
198,de9d0d3f-c9ad-41da-9dcb-54de014a2b60,221.4398358
199,db3443d3-f975-4820-bcfc-3b4d1935df5a,62.70195758
200,5d94bb43-26aa-44b1-827c-0931cf01c49e,41.89012062
201,365c4a90-47bb-4b00-8ff8-5d288230a32d,125.47179
202,bd7eb945-0e06-456d-b68d-f3c9a3e1b8ef,62.62078828
203,7b3c6dbd-0d9c-4b2f-b926-f861c369ebb2,68.42978229
204,2bde93ba-63e2-4a31-9c94-7082628d35ed,27.66083981
205,616446ab-eb49-4acc-8c84-fb8926125b45,225.2046543
206,34870e39-e1ca-4281-b9cb-6e247fab2658,145.3873718
207,9c0efba2-2f49-4596-8ef6-cbdf759de363,57.39906304
208,9767bd3b-ae60-4fb7-be04-12bf39d7a0c7,63.76446775
209,7c1b5786-1e97-4ab1-a880-80afc0337470,68.68366494
210,3b96e35d-d87f-455c-acf2-ee7a2354dcf9,116.1900723
211,0e00a4fd-25b8-4665-bbcc-fc2a5b221c7f,151.190353
212,fc8690cf-ac27-4f6c-a1cc-2e31c938611b,233.1531987
213,b95e3f9d-a7f6-40fd-ae64-7d3d1d09daba,8.785915844
214,fee141bf-36c2-4e9c-a3c1-9431117e52a9,105.3575481
215,e8b9802f-ea6c-460a-831a-2af990772af8,145.8176643
216,4580afe6-b8fa-41e0-bb7b-24f32f43f539,166.4143052
217,27d25755-9bb9-4f0b-acf0-8513742fbe6d,95.49516276
218,ed1fc06e-4a0a-4955-840a-4d1afce7ec47,246.1674123
219,3438a2cb-0ebb-48ff-8e59-0a67cc9e320d,136.6168708
220,177e1c3a-862a-47bc-b1a6-99c3ef9180a7,39.48953626
221,18f1e3bc-67c0-4540-b3dd-352cf75208b3,179.6871209
222,e28fa600-e8b9-48a8-9838-173f76977eb8,147.8269516
223,615fa261-2542-42fd-8eae-bd3f7e2a8c04,166.4176868
224,c0195580-9f0e-4587-ac3d-a742f1c43b85,7.124709661
225,93830e28-54ef-46b1-8380-b40d0dfd1c45,126.3057874
226,3df101ab-aee1-4c54-89d4-43dcb74e893b,204.220478
227,5a5846c1-541e-4697-b299-5b1273dda822,71.75780069
228,a15286d0-a0dd-438e-a771-a8a86bf0d7c2,140.4236072
229,1bb8688b-cd66-4467-b81e-ede03ab3fd28,302.536982
230,f22f2b6f-ac4e-4482-ba54-47fb58c98c9b,8.140017659
231,c3bc6682-66e3-4a0d-9583-ce51494ce6cc,127.3968289
232,2aabfde0-6fd9-46c4-b3cd-f12b0027c7ac,80.27878928
233,887967cb-d9a8-4836-a802-88d32be090fb,109.1816024
234,d1ba59c8-4d86-4712-9dcd-a2325c4ab3f0,175.1145338
235,abea52b5-d3e5-4d1d-8f0a-02f1173525d4,80.02584941
236,85e4d272-9e48-49fe-afe5-86586f03ae59,34.26702088
237,09ce0838-0515-40d5-90c3-c97084beca10,27.17537207
238,e552e88b-b8b9-4c2c-9765-e5cd1958bacb,142.391419
239,aab7473f-53cd-4110-ba0b-525d854eea81,130.7013931
240,f05da61d-2ab0-42d6-b698-3257248ed8ce,243.7834762
241,9b34eb88-87eb-405f-b62c-e07c481d04d9,72.71854207
242,e7364457-240e-4929-848d-94a45f392619,70.69268281
243,019c2064-f504-4183-8a52-4e03d98474c9,134.5596531
244,e7741bd3-d9c5-44f0-ae51-3a2f4b5a2e16,52.04133418
245,76fb5134-72f7-42d4-b077-23cae9876a89,68.53425486
246,e606c5b3-e805-4a7e-b318-3beaaa9ba100,33.46741513
247,2378ca5c-8310-4c20-9225-4f9c2dac3c98,132.0567751
248,336f99fa-3cce-4076-929e-9491cda6c9d9,80.70233175
249,a3108d5e-cca9-47a9-8819-b5bef4218e7c,198.8093485
250,ab695047-9447-403a-a228-33739d2ec946,62.97952792
251,34935694-e28c-4776-a628-af5f5bd3aea8,131.4081055
252,c23b57c5-7ad9-4c78-95e4-da92c58ef384,233.728709
253,602f2359-f53f-4f60-ab3d-0096b8136d52,69.75988046
254,f3b4694e-80db-4fea-96c1-a00e66b85179,51.77662791
255,a4a699fb-df45-4cc6-af29-a0e72cb85ed4,234.0878115
256,98291ef2-2d85-4d8d-9f1a-ff379d6f8dd2,65.44263222
257,82804b28-cf36-401c-84fb-7bd38855ec0c,27.28587003
258,f0a606ee-a159-4ee6-b6ce-21606127d59f,40.28648081
259,a2664304-61a2-4d46-a268-02b19bed695b,66.24444396
260,270ea19d-a135-4f0b-bb22-a538570892d7,97.33332533
261,e190d6b5-ad04-4624-b75a-d377d761ab27,234.4555117
262,6e916e7b-c4c4-4c61-a22f-7c4a11ba9f50,96.11208223
263,49d32c61-3c7f-407e-a63b-7d3455e1bd76,28.20365224
264,33e83ab8-36b1-4a5c-a405-733fcd572535,28.71408805
265,1658a14a-1e24-4bf8-a678-b83e57805a3e,47.17950717
266,208b59e5-1e96-40e3-a959-aaace400ee7f,69.14771331
267,0646ec90-3fb4-4b15-b0a2-48b329a04600,166.302608
268,5241462a-51b5-43c0-a745-45c8fdf4ac61,130.9318372
269,ddfef664-c00b-4b47-8171-2ce2a55208cf,4.707697011
270,042c4aa5-4102-49a7-b9cb-a655e72a6b86,127.2725707
271,e9d355ce-ae25-4014-9555-de20f98460fb,59.10853266
272,69f55725-885c-4411-a213-68a8e386f4db,5.27750994
273,6634b3c6-40e1-4944-a7ab-71ccfa7bf9d5,227.463276
274,9f55b4a2-5b7c-40d5-a62f-7084edbbd0a9,112.8930941
275,ab6e0d7d-6588-43d5-96bb-7f691bbe4453,55.6572323
276,2b0cb51c-6b7a-4855-9a1e-a60ad0bb368b,67.52716114
277,0ba61f6a-aafe-4a86-b792-ca4d90e09c87,46.85447618
278,e1ffd92d-9221-404c-a6f6-9240f3e12cfa,337.1540244
279,575d2d31-3965-47fb-b2a4-3439044140bc,150.8515121
280,ded13980-c959-4c7b-9c5b-3a54f03264af,78.70540202
281,f604adf8-32e7-40ae-82a6-94c52a9f8fd8,28.64528907
282,d9900ed4-5e16-48a1-b8f3-4da7a2535032,18.53583323
283,71f1530e-7109-4e40-8953-fac3c7aef45b,54.83944135
284,d11ebd5f-73f7-420b-9e90-0dcf0a916e55,34.7817553
285,0a6bb56e-a2bb-47e9-aa00-1109e8ecd32f,14.39874569
286,699351c2-53fd-4637-86ff-36039e97096f,180.666745
287,cb72f6a3-c5ea-4e47-b2ff-686f61993433,39.56184641
288,1c17b473-1ccb-4421-9ff2-2b0022a2ac1d,243.4696731
289,d9d8e6ef-5647-4413-a1d9-c9ca5b1aaf24,248.9424193
290,a6ae7940-0cdb-48a0-9a79-181789e0fc17,109.2466492
291,b66dc151-28a7-4e25-b474-eb84b9a1d93b,88.36848347
292,456fe833-2c01-41b5-a504-ce8f42a368d1,219.4358977
293,34340069-24be-42ba-a24f-f3f39ad0c925,24.26075002
294,a51e39c8-d834-4971-8a4e-fdaa3f807701,123.2208536
295,89fff96a-7cf6-4197-a942-8643ee8fc28c,10.75790012
296,23b6a646-c393-42a6-b19a-d031b2a32ff6,59.11745205
297,cd7ae03f-b637-4bc8-91e9-0be1bf8b51e5,197.5598979
298,3868ce95-ad28-48dd-ba32-ef42843e3720,67.32497367
299,8c8d9c2f-e045-4d95-998c-7394754e66b0,129.1031885
300,ff0f1293-50e2-4806-b018-51734b3af4ce,60.17484074
301,7659afe0-9c3a-4937-a1fe-72d3ca7b341a,66.78664727
302,c5e7ce81-fefa-434d-810a-f7b4bd4209b5,49.58379565
303,2a73b1d3-dee1-4074-ae11-884975a67c78,110.3740773
304,740ec6b5-3f8c-490f-9f7d-373309c5c2a7,238.9866415
305,dceaae9c-a0a1-4838-9ce6-65e8a7ea0fa0,115.4405297
306,98661eae-e76d-419b-b4e0-e5ae2076798b,232.7589795
307,870ddc60-32e5-4769-818f-175a18d761b6,64.60057681
308,63fefbb6-a3a4-499a-abb2-464c615e4155,76.50795492
309,bfb36a20-bcf2-453b-bf10-c11fb8edf6cf,66.09853653
310,0c163072-905c-4a6b-b826-96f98697cdb9,136.4023063
311,1553d808-5995-4d86-8887-4e3dbc92e6c5,100.5775728
312,68d52b83-a7a0-4f9e-91ae-39d71def04e7,135.8276885
313,9e766d70-447b-49d2-be9f-f33117b28cd5,232.2352614
314,5e28a181-1e6d-443e-826e-5ee62443553f,122.6182332
315,dc5d35cb-7a54-438e-ac27-8b160238a158,99.91688725
316,0f79603e-05f1-46ab-8803-88c2131c39bd,103.7092311
317,0d92dde1-5c8e-4202-84a1-ec6d8157066f,106.688603
318,cb24b8fd-aa94-4cc4-9afb-f5a49f64d879,63.61570755
319,155b92cd-afe5-4ffc-a5d1-63d993476ab3,199.3457448
320,374184c3-5fb8-4df2-9fd3-eb8eeeefdafc,38.11035395
321,9d44c6c4-1bd3-4881-b401-f780a52e73bd,100.0341684
322,ed36fe6c-7fbb-40f9-a5b1-537b56913d10,96.29383858
323,65f7dd2b-0865-4b11-a475-27afd5dffd0e,141.5283658
324,186346e4-3076-4d64-af7e-06f3ae7fe234,19.84879048
325,a00d9eeb-685f-4794-85e8-268719575dcf,17.34553384
326,5d40687f-46b5-4530-ac2d-29e3b6b2f086,51.77624078
327,95bbf4a1-5f23-4f5e-b9bd-597b3beea18f,229.5495567
328,29d3749c-2604-4175-bd16-b2eda4446726,103.9247371
329,75d8c5e0-35fd-46bd-ba28-72f4c5559213,84.73942571
330,758dd6f8-2780-4cac-ab48-a83c92eec98f,53.62959319
331,414015d2-1f1f-4bb5-9cfe-b7f66fb3edf6,93.25364901
332,116741aa-e382-492a-bf99-7abf7baa0039,69.10893349
333,ddac404e-7e8e-4003-af36-ce85520a3d27,80.06076167
334,bf63e3c8-c315-4739-a1c9-a7808ac20c0a,140.7243484
335,8e6b9267-5f81-499c-a44d-1b8aacc9739b,58.1491601
336,9df65f57-6d65-43ec-81f2-96d55c7c0d20,64.16507909
337,9100cc02-94a2-44a0-aeb4-59a072b0b2d2,9.954274618
338,e62a5d3d-fa61-48be-bca1-e0db20befb14,133.1093402
339,e5ff71ff-6421-4020-8e14-2564d702f681,133.1503075
340,9a5680e9-cb7d-474a-aa8c-884c201e4a68,133.1041914
341,730a6a4f-d5b2-486b-a0c0-edeb5d0a5c21,231.6040792
342,a1983ab8-701c-4ae3-aa1c-69263e8214d8,233.2953105
343,bf495156-5796-4352-bc7b-bb7aa57c53cb,30.8572941
344,af0b20a7-3595-46f0-a391-62c7affab302,226.5168498
345,e6f462e5-a60f-4311-8902-411ac5adefb9,23.40297218
346,7546557e-5a14-4089-8104-010f1c0818e0,38.19128565
347,efec98b6-8050-403c-a40a-f51ee54fa2ce,111.93742
348,a726f3aa-b35c-442e-bb5d-e20351cd4edc,83.33399428
349,2a9e6a87-be91-48e1-81c4-389f69de979e,63.40915314
350,fb288e6f-0fb0-4396-846b-7879ff80a77d,169.3314547
351,1b77da4a-bdfe-4af8-93e4-c9fb4ac8535a,55.14624825
352,74be16da-1927-4a26-8e12-ada0de34d123,23.12155011
353,f59098ac-4f39-42e3-8da4-ed888910b227,71.81005283
354,da6f3ac1-23ce-4c14-9757-00f8ee80768f,129.6170426
355,bc6c5557-a3bc-444c-aa10-359e3574e7eb,94.19226905
356,c5e295fb-3db8-4593-8b45-74e565c1e09e,68.57609365
357,62b0eca3-3e80-4c0e-ae4b-1f64528f1643,72.58316172
358,3dc10171-e5b8-460e-afd3-dcdd1ff903c2,80.77782588
359,130765d2-139e-4022-8825-c031850bc325,28.00463299
360,03207473-a4dd-48da-b77b-437699a77105,92.21748445
361,216003ed-1c5f-4111-89a1-cde0a0b7ccd7,28.93906803
362,cf831318-6e81-4283-98c5-1133b9d3fd5e,86.96707882
363,165e4a70-e1db-4290-93c8-994021b4da08,177.4830761
364,cb3cdc0a-2c57-4a45-a41d-fc82b14dfb18,72.20417609
365,251a2031-ea96-4087-9bea-8410c979b704,86.83764148
366,8d980f85-19fe-4e70-9fe3-32171fea494d,62.20488086
367,4cfb3dd8-d7b0-49c8-a2f5-21d505361be3,58.22214342
368,c5252215-5d9b-4808-9a09-171305104f01,84.88021593
369,93a02e15-b872-4dcf-92c6-e5cc7b58ddb1,59.30831925
370,4b7a715f-a8c8-48b5-a077-da5e7b1c27e9,92.2168716
371,2de832fa-8d41-4db4-96f3-fea94ea3ef45,84.81783509
372,1945df9c-aa4d-483c-972e-54bc87577ffa,94.45037102
373,1bee325e-64e7-4dcb-aa06-f973fd511e10,68.5409745
374,4ad71495-7f4e-47ae-91be-7761f3d2f02d,210.9335405
375,49d0f940-4750-49a5-957c-4803c4570c57,128.0078532
376,fe5f64aa-95b6-4ff3-b93a-c6d7163b7aed,42.32169487
377,0d01135c-62e3-49f5-948c-4995a7f1faee,89.86199382
378,24afbd33-025e-404a-b719-1b498038e73b,146.1066154
379,63e2caa8-0e9a-4852-9186-8b22af0be0bf,68.57610461
380,14fcfa96-01bf-4fb6-91f1-2408eb7beb40,13.62573619
381,6fc325f3-139e-4b4c-b774-0ce2814ca923,136.0793913
382,ed0c0b70-c78a-4399-8a46-c39bb8d19bb8,21.53148743
383,f7e1788a-bde3-4a50-b850-802d20b2f362,88.31854988
384,ca3a3653-162c-4e84-8c7b-cc36e1578b61,90.12142931
385,facc60ee-da61-4450-ba43-08fecad0e935,60.00012804
386,1060993d-0ff4-4d06-a789-e03608dea8ee,27.5964829
387,0c34ba8f-b490-4fbc-98c9-05848ca356d8,144.0525547
388,3b7893c9-fef7-44aa-9fca-ae070db0d29f,86.72200242
389,7f3c68a1-bc57-4930-a311-5a31f903418b,141.6651409
390,1e73f2eb-13f6-4a00-b951-85a6f5647487,64.78828148
391,11997340-ab76-4902-857f-d9cc15926ada,81.39758141
392,eb85c633-122d-460e-b0a7-a57d89dbd502,68.24161079
393,31c45fb7-8eb4-490d-a8e0-32b36a93ff72,66.15686967
394,a4edbf93-1445-41bf-ae3a-edfeef6c4890,57.42880547
395,27f9e376-c15f-42c8-a595-bda2361ce0ee,81.25531823
396,782dbcc2-9380-4de8-b28c-11994abf4eb9,66.0374761
397,b9406e38-6760-4084-9228-e5a6e4a94f31,57.18751113
398,7314df3a-c397-425d-af0f-27ba84611f8e,230.3755106
