row_id,Location_mrid,name,y_position,x_position
31,8cbab7ea-f4f0-49e6-9bfe-204f1c0344e1,"85 Hart St
Colac VIC 3250",-38.347988,143.579666
32,0a284f52-150a-4252-812d-71e8dabd24d5,"133-131 Hart St
Colac VIC 3250",-38.353223,143.5787
33,1a588e8e-ca3c-4775-a005-9077a5f1ab8f,"Hart St
Elliminyt VIC 3250",-38.361525,143.577383
34,8b9dd0ce-ce32-409c-aa6b-0179d7ea51b2,"145-131 Hearn St
Colac VIC 3250",-38.349557,143.585935
35,84e00359-a9b3-4d64-9321-d0d452e0a541,"118-134 Hearn St
Colac VIC 3250",-38.350001,143.589804
36,ddbba479-2c2e-4a22-a5ab-c15a0981e400,"51-45 Hesse St
Colac VIC 3250",-38.3404,143.589752
37,00d4d16a-fc75-49ac-a5cf-35b8871578b3,"4-32 Howarth St
Elliminyt VIC 3250",-38.365453,143.579042
38,0dea057a-3741-4a51-ab14-65ee4b257695,"111-103 Jennings St
Colac VIC 3250",-38.338945,143.565514
39,9a34e94d-8dd9-4cfc-931b-5e365c0de369,"81 Jennings St
Colac VIC 3250",-38.339342,143.568757
40,0f098ef6-782b-4447-834f-7c6c035293b9,"14 Lyons St
Colac VIC 3250",-38.336628,143.59757
41,84a49bd8-048a-4aef-ae48-3c12c7b5376f,"169 Main St
Elliminyt VIC 3250",-38.360753,143.582933
42,ecccd46b-c189-4233-9138-c21c624d1c9f,"109 Main St
Elliminyt VIC 3250",-38.354676,143.583188
43,b9400df0-43c3-4792-a094-6c6bef39a9f5,"52-2 Marriner St
Colac East VIC 3250",-38.330441,143.611218
44,da59cc29-c131-45ab-a32e-e50001367311,"11 Marriner St
Colac East VIC 3250",-38.330564,143.612704
45,f94eff8a-c9e8-44d8-971c-ee80b1327b5f,"73 Marriner St
Colac East VIC 3250",-38.330334,143.615946
46,e06b61bf-a255-4ef1-b40b-e761aa8e3857,"8-14 McLeod St
Colac VIC 3250",-38.346659,143.578181
47,8c3921eb-4165-42f3-931f-f8f9e5d3c7b8,"47 Moore St
Colac VIC 3250",-38.333469,143.574887
48,5ab569ca-ae37-4365-ae8d-7dee0a3411de,"333 Murray St
Colac VIC 3250",-38.33805,143.576402
49,9c9ae8fc-7aa6-4627-a4bc-c9daec3a7160,"14 Baillie St
Colac East VIC 3250",-38.3359,143.609792
50,5d201c23-039c-4023-8859-b74157d33f79,"5 Pollack St
Colac VIC 3250",-38.336045,143.582775
51,e4431c02-067b-4b48-b746-ddf5234b8559,"60 Pollack St
Colac VIC 3250",-38.336144,143.593212
52,cbae5b70-8596-4bda-8e3c-ce4c5b593514,"30 Polwarth St
Colac VIC 3250",-38.339089,143.59762
53,7c75a9da-aa28-46a3-809d-927b67d19af1,"48 Queen St
Colac VIC 3250",-38.338498,143.592585
54,8d90a3ac-5922-4e84-8b07-4d460fd97eb1,"104 Queen St
Colac VIC 3250",-38.34448,143.592416
55,c4232ba0-fbd5-4a43-a523-31b76a7cd39a,"Colac-Forrest Rd
Colac VIC 3250",-38.341241,143.61
56,e02f2186-285f-4f70-ab22-d770ad101ef3,"Rae st, Colac
Victoria 3250",-38.341991,143.588545
57,00e9ff72-e5f7-474c-aed3-1a52a8e50ac0,"19 Rae st, Colac
Victoria 3250",-38.342002,143.588546
58,e59d59f8-3c94-4986-8c0e-2f2cfb860caa,"7 Saunders St
Colac East VIC 3250",-38.332787,143.609658
59,c4d55157-494d-4864-9f4d-7c1195ee0ed9,"19 Saunders St
Colac East VIC 3250",-38.333093,143.610842
60,e4433c6d-b425-439f-a7f8-872d14e9e27c,"83 Sinclair St
Colac VIC 3250",-38.340104,143.571063
61,93f10326-6390-445c-b118-bb1a512df965,"56-62 Sinclair St
Colac VIC 3250",-38.336167,143.571945
62,b31ebfbd-c885-4a82-91af-3036e95c3836,"65 Sinclair St
Colac VIC 3250",-38.336518,143.571698
63,1beab8bd-c8d9-453c-afe7-ec4f8ea65fe8,"2 Sinclair St
Colac VIC 3250",-38.329901,143.573437
64,0bf54aa8-3bc3-49fa-bb6a-fc4c0d4e6545,"223 Sinclair St S
Colac VIC 3250",-38.348808,143.569459
65,d665bce6-4e8e-4a9a-a6cf-ef43187b7eab,"94 Sinclair St S
Colac VIC 3250",-38.344603,143.570809
66,683e5ed2-7da0-44aa-94e8-7ddd35011646,"35 Stodart St
Colac VIC 3250",-38.328975,143.570222
67,299fa5ed-4e62-4dc6-9fc8-14c08f99444c,"45 Tulloh St
Elliminyt VIC 3250",-38.365721,143.587391
68,359ebce2-2746-4ad2-b498-4645554eea86,"57 Wallace St
Colac VIC 3250",-38.341249,143.599267
69,8a3355c9-07d0-432d-b9bf-0c6b05c8be7f,"2-14 Wheal St
Colac VIC 3250",-38.347708,143.59075
70,03759eeb-bdc4-4680-bfec-b579230c269d,"128 Wilson St
Colac VIC 3250",-38.345184,143.587517
71,3a63621e-8cb5-44a7-a530-cce80a80e288,"75-51 Wilson St
Colac VIC 3250",-38.34619,143.59861
72,d1f1dc03-491a-4f82-a1cc-7107935a70f2,"11-1 Wilson St
Colac VIC 3250",-38.345175,143.60363
73,e88b3991-e364-4de2-a307-47478aafd99f,"1 Woods St
Colac VIC 3250",-38.337922,143.598369
74,af21223b-172e-4f98-b622-647856b5f6c8,"1-33 Treatment Works Rd
Colac East VIC 3250",-38.326444,143.610214
75,ebb24edc-3f26-46ff-abbe-1beaa8ade25b,"49 Rossmoyne Rd
Colac West VIC 3250",-38.331168,143.549407
76,39ddc6d2-a884-4bd2-9817-d17a4cd69b26,"Colac West
Victoria 3250",-38.329057,143.548083
77,144dde0f-f65f-4a64-8e7e-ccec8850e862,"193-177 Queen St
Colac VIC 3250",-38.353884,143.590292
78,3d7a2a69-52c1-4725-ac59-db8d66b6cabc,"135 C161
Elliminyt VIC 3250",-38.359216,143.567219
79,f65d9173-721f-4306-a4e0-2547a420e709,"Irrewillipe Rd
Elliminyt VIC 3250",-38.367926,143.55421
80,e9af2fc4-0dbe-4207-bf6c-703b27f4f942,"59 Harris Rd
Elliminyt VIC 3250",-38.367529,143.584846
81,7fafa3c7-d93d-4b99-be7b-70340227b7be,"105 Harris Rd
Elliminyt VIC 3250",-38.366667,143.576698
82,460678d7-d28e-4410-8b54-0d4f8069300f,"125 Harris Rd
Elliminyt VIC 3250",-38.36648,143.573458
83,d9d11b7c-5068-4b99-bd34-45c43821b1ab,"145 Harris Rd
Elliminyt VIC 3250",-38.365471,143.569101
84,f2b78e8b-9635-4558-87a9-c2af81159c93,"Colac East
Victoria 3250",-38.327241,143.617566
85,22029de4-2e6c-4250-92b7-69ebd3065edb,"150 Drapers Rd
Colac East VIC 3250",-38.337251,143.624927
86,d0f0142e-c71f-4982-ab4c-21ae2b4b6fcd,"80 Drapers Rd
Colac East VIC 3250",-38.3319,143.625563
87,b73f38a0-874a-47ad-b994-9a2f0584364f,"162-188 Cants Rd
Elliminyt VIC 3250",-38.348599,143.56737
88,96715344-69cc-41f2-85fa-ce6f10756fe5,"TutorBright
Main St, Elliminyt VIC 3250",-38.36058,143.583065
89,d90368e7-9c01-4c7f-a64d-a18cf52c2664,"35-39 Murray St E
Colac VIC 3250",-38.338003,143.595959
90,ae3056c2-1595-4d11-a8c2-28e1b212bf83,"4 Hugh Murray Dr
Colac East VIC 3250",-38.34198,143.610829
91,cd645f65-c565-42ee-9946-90b1660326ce,"11 Hugh Murray Dr
Colac East VIC 3250",-38.343627,143.610881
92,80ce1cc2-a82f-4c02-b62d-9e2f3fc6d156,"30 Hugh Murray Dr
Colac East VIC 3250",-38.344771,143.610179
93,23221f15-54db-4c9d-9523-a696052afe59,"41 Hugh Murray Dr
Colac East VIC 3250",-38.343821,143.61193
94,be9e880a-703e-4f77-ac89-430ddbd90f07,"33 Hugh Murray Dr
Colac East VIC 3250",-38.344902,143.611673
95,6fc71ff1-f4d7-41f2-bde9-2fa98ebd0317,"74-78 Hugh Murray Dr
Colac East VIC 3250",-38.342527,143.612529
96,db8563a0-48d1-42c0-a1c3-917450cb740e,"1 Kelly Ct
Colac VIC 3250",-38.345577,143.603503
97,4c4d7bf4-c1d8-4ed9-a506-8081879c265b,"1 Buckland Ct
Elliminyt VIC 3250",-38.366028,143.584401
98,7fc479df-e5a0-4960-bc6e-323dfae9f31d,"16 Beechy Ct
Elliminyt VIC 3250",-38.367032,143.594937
99,2571ee22-8d95-4fcf-abc9-f5912f867f8a,"22A Quamby Ave
Colac VIC 3250",-38.333256,143.595776
100,6186e011-86c0-4b8f-afd5-5266058e1732,"Balnagowan Ave
Colac VIC 3250",-38.328653,143.573051
101,cf7de502-a56c-4ed3-83fe-99980807693e,"11 Leah St
Colac VIC 3250",-38.34401529,143.6002221
