row_id,EnergyConsumer.mRID,name,Location.xPosition,Location.yPosition,p,q,p_fixed,q_fixed
53,6a4d6835-8f24-497f-ac04-1da8655bf155,34 BALNAGOWAN AVENUE COLAC 3250,143.5711665,-38.32822177,0,0,0,0
54,e3465937-8572-4015-8aae-2530d6d87728,36 BALNAGOWAN AVENUE COLAC 3250,143.5710518,-38.32829625,0,0,0,0
55,b41c4ba4-8fe8-428d-84a1-25c5f13f81e1,1 HANDLEY COURT COLAC 3250,143.5715019,-38.33033325,0,0,0,0
56,3b16622b-0b44-4e93-bc5c-076723ec8322,12 BILSON STREET COLAC 3250,143.5699772,-38.33029026,0,0,0,0
57,ffee5d77-7ca4-4e26-ad8b-8a3e77b9d65f,5 DONALDSON STREET COLAC 3250,143.5718583,-38.33025386,0,0,0,0
58,8a46f616-4e65-43cb-bc1d-1d3f9771c633,6 DONALDSON STREET COLAC 3250,143.5722415,-38.33024248,0,0,0,0
59,50aa098d-d273-44be-a783-4b8b893b805b,13 BILSON STREET COLAC 3250,143.5694952,-38.33022272,0,0,0,0
60,411e0a12-0c1b-47b5-96f5-3295938081af,5 HANDLEY COURT COLAC 3250,143.5709288,-38.33021927,0,0,0,0
61,f20e1305-65f6-4eb7-953b-ae2b8a13c193,10 BILSON STREET COLAC 3250,143.5700967,-38.33021732,0,0,0,0
62,8cbdaf53-a444-46fa-91ab-c915658a561b,2 HANDLEY COURT COLAC 3250,143.5714169,-38.33017561,0,0,0,0
63,187e9ac5-66b4-42b6-8001-253faa68467c,11 BILSON STREET COLAC 3250,143.5696506,-38.33014172,0,0,0,0
64,9b834b16-85b3-4373-84c4-6283d1c068de,2/8 BILSON STREET COLAC 3250,143.5702342,-38.33010375,0,0,0,0
65,14677ddb-24b2-4023-af3c-d2dcc06c8c10,8 BILSON STREET COLAC 3250,143.5702342,-38.33010375,0,0,0,0
66,f87b0af2-a228-49a4-a6e4-5c8d1f6531b9,1/8 BILSON STREET COLAC 3250,143.5702342,-38.33010375,0,0,0,0
67,2cfeff77-220a-45fb-994d-199c9682875a,4 DONALDSON STREET COLAC 3250,143.5722741,-38.33009939,0,0,0,0
68,69b2d783-5b36-4b4b-bc72-35dc4eb7b2ed,3 DONALDSON STREET COLAC 3250,143.5719182,-38.33007053,0,0,0,0
69,21e1d39a-b875-42e6-9a61-f215a8b043cf,4 HANDLEY COURT COLAC 3250,143.5710363,-38.33006434,0,0,0,0
70,aa0177f6-128a-441e-b2b1-8b8ae013ab1d,3 HANDLEY COURT COLAC 3250,143.5712525,-38.33004669,0,0,0,0
71,8aa76393-220f-4f89-99c6-a8d0c3f18e3c,1/9 BILSON STREET COLAC 3250,143.5698537,-38.33001049,0,0,0,0
72,de31732b-736b-48a3-99f1-2ed318b24f0e,9 BILSON STREET COLAC 3250,143.5698537,-38.33001049,0,0,0,0
73,10f3b2ed-e467-4726-b45e-8189ed34e970,2/9 BILSON STREET COLAC 3250,143.5698537,-38.33001049,0,0,0,0
74,07b9f24a-c477-435f-923b-af0c8c52d73c,6 BILSON STREET COLAC 3250,143.570321,-38.3299904,0,0,0,0
75,d059bfef-473f-4281-8321-f02ad9c7e884,2 DONALDSON STREET COLAC 3250,143.5723066,-38.32992895,0,0,0,0
76,3f6442fd-a39d-4702-8fac-c39a7a3ebd44,7 BILSON STREET COLAC 3250,143.569975,-38.32990841,0,0,0,0
77,24a59734-c02d-4457-af53-ad9fdf54dea1,1 DONALDSON STREET COLAC 3250,143.5719617,-38.32987713,0,0,0,0
78,0c0696c7-b70a-4b76-a74c-5e68c768567a,4 BILSON STREET COLAC 3250,143.5704015,-38.32983617,0,0,0,0
79,56663f46-2d71-4834-852a-a544dd600f88,5 BILSON STREET COLAC 3250,143.5700653,-38.32973369,0,0,0,0
80,06d8aea3-02c6-4bb8-b75b-f96a666ab036,2 BILSON STREET COLAC 3250,143.5704343,-38.3296961,0,0,0,0
81,e7079754-2c7a-47d3-9687-f2cceb2c0a4e,18 STODART STREET COLAC 3250,143.5719759,-38.32963236,0,0,0,0
82,26edf859-f272-4310-9518-cada02480e0b,20 STODART STREET COLAC 3250,143.5717692,-38.32960843,0,0,0,0
83,59cf2629-bb33-47e7-b38c-6f0114040856,22 STODART STREET COLAC 3250,143.5715501,-38.32958308,0,0,0,0
84,c6318604-43f7-41fc-b143-c1346067d38c,24 STODART STREET COLAC 3250,143.5713535,-38.32956033,0,0,0,0
85,182349f3-7c80-46f5-a606-e40188b1706c,3 BILSON STREET COLAC 3250,143.5701,-38.32955251,0,0,0,0
86,1c602b94-06d0-49f1-baf9-86f01aea047a,26 STODART STREET COLAC 3250,143.5711569,-38.32953758,0,0,0,0
87,dabe1691-ef76-47b2-a83a-bcb28cfc3d48,1/28 STODART STREET COLAC 3250,143.5709559,-38.32951431,0,0,0,0
88,fae11c8a-690e-4775-88e3-93aeb6b71628,28 STODART STREET COLAC 3250,143.5709559,-38.32951431,0,0,0,0
89,5e07ada5-a3eb-4338-aa3f-8b2ef881e052,2/28 STODART STREET COLAC 3250,143.5709559,-38.32951431,0,0,0,0
90,a459ab67-13c3-4c2a-8a50-159e03071bcf,30 STODART STREET COLAC 3250,143.5707155,-38.3294865,0,0,0,0
91,4a77cb57-494d-462a-8199-d08cef1e273f,32 STODART STREET COLAC 3250,143.5704998,-38.32946157,0,0,0,0
92,d20c3711-a5b6-40e5-a717-69f6a37a609d,1 BILSON STREET COLAC 3250,143.5701231,-38.32942656,0,0,0,0
93,12f9d6b1-2f56-4cbc-aada-860459918ffe,23 STODART STREET COLAC 3250,143.5716504,-38.3292658,0,0,0,0
94,b69aff46-8c4c-4944-8b1d-fb84205d0c21,25 STODART STREET COLAC 3250,143.5714228,-38.32923948,0,0,0,0
95,06fed883-e073-49c9-9746-57979a31b204,27 STODART STREET COLAC 3250,143.5711951,-38.32921316,0,0,0,0
96,c10f5ffa-b04c-4e83-93a7-6b74c7b87a95,29 STODART STREET COLAC 3250,143.5709675,-38.32918684,0,0,0,0
97,67f24212-39c5-4f08-8b65-c70debb0e774,31 STODART STREET COLAC 3250,143.570715,-38.32915697,0,0,0,0
98,e65bbca1-f50e-410b-b3e7-685401dbcffa,33 STODART STREET COLAC 3250,143.5705122,-38.3291342,0,0,0,0
99,09b25760-418f-40b2-a093-3ff6a043a178,35 STODART STREET COLAC 3250,143.5702638,-38.32910479,0,0,0,0
100,d952c3a7-ba8a-4b31-ad19-c333fc4af091,48 BALNAGOWAN AVENUE COLAC 3250,143.5712459,-38.32881223,0,0,0,0
101,3b9c0bf5-4c12-437a-a5d4-088c64dcdcaf,46 BALNAGOWAN AVENUE COLAC 3250,143.5711039,-38.32876878,0,0,0,0
102,4644f78f-c523-47fc-9293-34e91df8df65,44 BALNAGOWAN AVENUE COLAC 3250,143.5709531,-38.32872233,0,0,0,0
103,56594d6c-80da-4110-a671-fd9424b15d95,40-42 BALNAGOWAN AVENUE COLAC 3250,143.5707656,-38.32854095,0,0,0,0
104,2886da1f-9ec9-492a-946e-c3fff698e116,6 BALL STREET COLAC 3250,143.5701002,-38.33153136,0,0,0,0
105,471a15f9-8c6c-4b10-a0fb-024c19b23b48,24 DONALDSON STREET COLAC 3250,143.5711972,-38.33152855,0,0,0,0
106,8ce89c02-0aab-418a-92c5-fe0e3505ca64,8 BALL STREET COLAC 3250,143.5699553,-38.33151265,0,0,0,0
107,8db5ff5c-5db7-47ba-8d30-11dacc8742d2,10 BALL STREET COLAC 3250,143.5697828,-38.33149302,0,0,0,0
108,64b02382-cf95-4882-af87-5093e3a76b2b,12 BALL STREET COLAC 3250,143.5696102,-38.3314734,0,0,0,0
109,c9abd9a3-3179-4e16-a56a-9bfed1698710,14 BALL STREET COLAC 3250,143.5694292,-38.3314528,0,0,0,0
110,e5556626-9105-45ff-8ccf-2ef0b722f114,3 SEARS COURT COLAC 3250,143.5721107,-38.33143812,0,0,0,0
111,2ad0e8ad-2e7b-4818-9fce-68750b57ab16,4 SEARS COURT COLAC 3250,143.5718987,-38.33142996,0,0,0,0
112,bf107293-ebf1-4904-a1ed-96b3763f79ba,16 BALL STREET COLAC 3250,143.5691966,-38.33142709,0,0,0,0
113,e47a2e48-a94d-4742-977c-2a205219dd31,26 BILSON STREET COLAC 3250,143.5688996,-38.33142102,0,0,0,0
114,1f6969fb-2a0b-4ec4-9ffc-5cd951b30eba,22 DONALDSON STREET COLAC 3250,143.5712233,-38.3313859,0,0,0,0
115,a1c9600c-d5ca-4f67-896a-ff9e11a8e240,1 BALL STREET COLAC 3250,143.5706567,-38.33130814,0,0,0,0
116,fca6418d-329c-4128-acfe-dd005630945a,3-5 BALL STREET COLAC 3250,143.5702566,-38.33126259,0,0,0,0
117,d2b07a39-e3da-4f60-847b-05361c1bc8d0,19 DONALDSON STREET COLAC 3250,143.5708861,-38.33125646,0,0,0,0
118,58bfee64-92ce-4b0b-a807-c9c8286409ee,20 DONALDSON STREET COLAC 3250,143.5712492,-38.33124474,0,0,0,0
119,cb0868c5-f871-44b9-a773-e3e3ce16dbd5,7 BALL STREET COLAC 3250,143.5699047,-38.3312226,0,0,0,0
120,63e29207-f8a0-4e6a-a7ab-7914dd4f7b84,9 BALL STREET COLAC 3250,143.5697322,-38.33120298,0,0,0,0
121,3f113130-1a49-46ec-813b-fa1b2db58238,11 BALL STREET COLAC 3250,143.5695158,-38.33117368,0,0,0,0
122,0a948614-9ff7-44a1-ade9-2880c0ae4377,13 BALL STREET COLAC 3250,143.5693008,-38.33114879,0,0,0,0
123,82d378e2-37ca-4fe9-abf0-80975d8bc3f4,2 WALLS COURT COLAC 3250,143.5719793,-38.33110916,0,0,0,0
124,ebc1ee29-8a41-41fd-b5c6-9d805cfdd56a,17 DONALDSON STREET COLAC 3250,143.5709207,-38.33108895,0,0,0,0
125,91b6a9fe-2936-4c1f-a99f-899f84f0c038,24 BILSON STREET COLAC 3250,143.568965,-38.33106925,0,0,0,0
126,ba489a38-d79d-4667-97be-90d02c3494ee,18 DONALDSON STREET COLAC 3250,143.5713075,-38.3310656,0,0,0,0
127,d2dba755-409b-4839-882e-00df1990c2d3,3 WALLS COURT COLAC 3250,143.572212,-38.33105788,0,0,0,0
128,62ab9e19-cd40-4e13-9504-d015e045d05e,1 WALLS COURT COLAC 3250,143.5718074,-38.33097368,0,0,0,0
129,6674a229-5da5-4b8f-9ab6-3f7e2db92db9,15 DONALDSON STREET COLAC 3250,143.5709759,-38.33095974,0,0,0,0
130,0e758ce5-9563-4142-ab7e-bc61520083a5,22 BILSON STREET COLAC 3250,143.5689995,-38.33095245,0,0,0,0
131,1b3531f4-5dd9-4f95-96f8-c39053b5a30c,4 WALLS COURT COLAC 3250,143.5722928,-38.33092022,0,0,0,0
132,68ad29be-a43f-46dd-a7be-9da8a0929099,16 DONALDSON STREET COLAC 3250,143.5714763,-38.33089418,0,0,0,0
133,d539962a-f9f4-400d-91a2-273cb73a708d,13 DONALDSON STREET COLAC 3250,143.5710614,-38.33083826,0,0,0,0
134,b66dae26-e80a-4bef-ba23-f86a48660411,14 DONALDSON STREET COLAC 3250,143.5716363,-38.33079791,0,0,0,0
135,2103ec93-ea42-4097-ab73-00af52e26c85,20 BILSON STREET COLAC 3250,143.5691299,-38.33079644,0,0,0,0
136,f3bd30d1-b891-4f5c-84b9-ebcf24dca1f8,5 GRAY COURT COLAC 3250,143.569958,-38.3307529,0,0,0,0
137,24ad50a8-578e-4009-82de-6a227027c03f,5 WALLS COURT COLAC 3250,143.5721611,-38.33074256,0,0,0,0
138,5e4e6e7a-ba0a-4314-bb35-f4ed785f91e7,3 GRAY COURT COLAC 3250,143.5702703,-38.33073182,0,0,0,0
139,81aa3145-4f54-4038-8d09-5032d0729752,11 DONALDSON STREET COLAC 3250,143.571177,-38.33072078,0,0,0,0
140,58c00dbf-34ce-4e6d-a1a2-0b9a29aea46d,18 BILSON STREET COLAC 3250,143.5693097,-38.33068339,0,0,0,0
141,b0a021c3-faad-43d8-a69a-dcba760fe238,6 GRAY COURT COLAC 3250,143.5698511,-38.33065597,0,0,0,0
142,1293d6b4-3594-4403-8e5a-7cc79ce2d166,9 DONALDSON STREET COLAC 3250,143.5713019,-38.33063753,0,0,0,0
143,307359a6-9093-4b94-8a3a-67a629b6e815,12 DONALDSON STREET COLAC 3250,143.5719706,-38.33059448,0,0,0,0
144,161a98ee-0edf-4834-b298-fe28ec6a5a9e,16 BILSON STREET COLAC 3250,143.569486,-38.33058922,0,0,0,0
145,fab22a57-637a-4809-beb1-298114e458d7,2 GRAY COURT COLAC 3250,143.5703416,-38.33057072,0,0,0,0
146,12a26ba2-9f26-4561-a7dd-8822e7477cb0,14 BILSON STREET COLAC 3250,143.5696418,-38.33049735,0,0,0,0
147,ee9c1e1a-a4c8-40f4-9ce3-88546742d804,10 DONALDSON STREET COLAC 3250,143.5720857,-38.33049444,0,0,0,0
148,da610a40-9f59-4732-909a-973ba465ab00,7 HANDLEY COURT COLAC 3250,143.5711772,-38.33046121,0,0,0,0
149,0e64026d-6d6d-44c5-8e35-d12be3857cc7,1 GRAY COURT COLAC 3250,143.5702215,-38.33042275,0,0,0,0
150,7f7a4ab9-f148-4a47-b090-5caddbfebc31,7 DONALDSON STREET COLAC 3250,143.5716922,-38.33041393,0,0,0,0
151,5b05d386-ecdf-46da-bcbe-7892d61df6e7,6 HANDLEY COURT COLAC 3250,143.5710231,-38.33037886,0,0,0,0
152,707d6520-1430-463d-8c4f-1fa9cca469b1,8 DONALDSON STREET COLAC 3250,143.5721841,-38.33036588,0,0,0,0
153,e603e59e-c782-48d9-b00a-980acc2886c1,31 SINCLAIR STREET COLAC 3250,143.5725067,-38.33270696,0,0,0,0
154,a0bfe9dc-3def-4dd3-a598-2a55ceffcd03,34 SINCLAIR STREET COLAC 3250,143.5729368,-38.33267789,0,0,0,0
155,7483e5f7-94c0-4099-99da-35e7b22e1dec,30 ALEXANDER STREET COLAC 3250,143.5742182,-38.33265582,0,0,0,0
156,203d177a-f59b-4d3a-8c38-54e6608e2950,7 HOWEY COURT COLAC 3250,143.571883,-38.33263667,0,0,0,0
157,9471f9c6-5831-4c01-afff-749ec5ed6fec,9 HOWEY COURT COLAC 3250,143.5722308,-38.33263067,0,0,0,0
158,ee36c591-f7f2-4b2d-bd55-12af2818b233,31 ALEXANDER STREET COLAC 3250,143.5738114,-38.33262405,0,0,0,0
159,d1ba8d9f-8e9d-49fc-915c-9089938314dc,8 HOWEY COURT COLAC 3250,143.5720277,-38.33261718,0,0,0,0
160,a50edec8-61c9-401c-b0b0-c991ab2b8666,13 HAMILTON STREET COLAC 3250,143.575088,-38.33259062,0,0,0,0
161,a3b96db5-f616-4fce-b68f-454243f1459c,6 HOWEY COURT COLAC 3250,143.5716679,-38.33258378,0,0,0,0
162,20d78011-82a5-4de9-a0c2-93adbb0d15bf,32 SINCLAIR STREET COLAC 3250,143.5729657,-38.33252364,0,0,0,0
163,a62e7442-927d-41c7-98bf-ac2d483e4461,28 ALEXANDER STREET COLAC 3250,143.5742477,-38.33248454,0,0,0,0
164,11edb0d9-c84a-40ad-a909-e451d21d30c0,29 ALEXANDER STREET COLAC 3250,143.5738422,-38.33243286,0,0,0,0
165,2584fad0-9a83-4522-81fe-7c0c29d8fd37,29 SINCLAIR STREET COLAC 3250,143.5725741,-38.33236463,0,0,0,0
166,5e461970-95b6-4664-b2b5-97950b497d87,1 HOWEY COURT COLAC 3250,143.5722412,-38.33234751,0,0,0,0
167,e3c47895-de9f-439b-8919-3cd8ed8c2db4,30 SINCLAIR STREET COLAC 3250,143.573003,-38.33232456,0,0,0,0
168,111637db-a441-4414-84a0-5cbacd39d2ab,26 ALEXANDER STREET COLAC 3250,143.5742762,-38.33232315,0,0,0,0
169,a133a567-4087-4d09-bb43-fa650425f038,2 HOWEY COURT COLAC 3250,143.5720239,-38.33231975,0,0,0,0
170,4bdc1422-b3df-4987-9b08-32b716c712c6,27 ALEXANDER STREET COLAC 3250,143.5738736,-38.33226442,0,0,0,0
171,ea9e3e46-0b0c-48ff-9de1-358ed52500ee,27 SINCLAIR STREET COLAC 3250,143.5725931,-38.33224058,0,0,0,0
172,c32181bb-3f04-4ecf-b189-4d0ff38f5c78,28 SINCLAIR STREET COLAC 3250,143.5730333,-38.33216253,0,0,0,0
173,ffdb0083-2330-4676-b864-63439263301e,24 ALEXANDER STREET COLAC 3250,143.5743066,-38.33215581,0,0,0,0
174,c6b4b1b4-6dd3-49ec-92a1-15c35cefc17d,25 ALEXANDER STREET COLAC 3250,143.5739049,-38.33209597,0,0,0,0
175,2eedeaf4-bbec-46df-88b4-b44f205176dd,26 SINCLAIR STREET COLAC 3250,143.5730628,-38.33200503,0,0,0,0
176,f79c0573-a743-4cde-bb62-3ee1d632e8f9,25 SINCLAIR STREET COLAC 3250,143.5726404,-38.33200294,0,0,0,0
177,bb37afc2-0ac5-4d61-9d8d-31880d3bf97c,22 ALEXANDER STREET COLAC 3250,143.5743356,-38.33199688,0,0,0,0
178,737e855f-ecd8-41d7-a5ee-fbbcb3015aae,23 ALEXANDER STREET COLAC 3250,143.5739363,-38.33192753,0,0,0,0
179,6b96d4bc-c73b-418d-8c4c-b0dd5e845f80,23 SINCLAIR STREET COLAC 3250,143.5726608,-38.33186293,0,0,0,0
180,a658eb42-9fd8-4ec5-80ff-1008d7db1c4d,24 SINCLAIR STREET COLAC 3250,143.5730909,-38.33185482,0,0,0,0
181,d9259625-5be3-4de3-9d73-ff32f00fcc2d,20 ALEXANDER STREET COLAC 3250,143.5743764,-38.33180543,0,0,0,0
182,5a1224ff-a6ef-427d-a57b-55bc9d2bc10e,9 SEARS COURT COLAC 3250,143.5723488,-38.33179513,0,0,0,0
183,7c281a95-4e42-477a-85d2-58ba8ad41818,8 SEARS COURT COLAC 3250,143.5721329,-38.33177961,0,0,0,0
184,eb359ad7-90c6-4f00-86d3-e15ef44463ac,21 ALEXANDER STREET COLAC 3250,143.5739676,-38.33175908,0,0,0,0
185,f91e23e2-402f-4160-983c-846b5ffd4b58,22 SINCLAIR STREET COLAC 3250,143.5731231,-38.33168292,0,0,0,0
186,30183ff9-6707-4911-9bea-15098f8161ad,19 ALEXANDER STREET COLAC 3250,143.5740073,-38.33153649,0,0,0,0
187,5e73635d-c1d5-4e68-9300-f50b215063d9,1 SEARS COURT COLAC 3250,143.5724769,-38.33152582,0,0,0,0
188,6d2256f9-83db-4fbf-b8f0-330017df8d34,2 SEARS COURT COLAC 3250,143.5722639,-38.331503,0,0,0,0
189,4168df69-4989-41c5-b207-5e8ee6d25ee6,21 SINCLAIR STREET COLAC 3250,143.5727321,-38.33150284,0,0,0,0
190,ca9d5fe9-6efc-411b-aceb-c8bfca7858cf,20 SINCLAIR STREET COLAC 3250,143.5731611,-38.33146058,0,0,0,0
191,d5236516-97e6-4540-a6fc-663e43f22a7a,19 SINCLAIR STREET COLAC 3250,143.572759,-38.33132103,0,0,0,0
192,1ff9cd50-f21e-4285-b97f-4d3fc22bd6a4,18 SINCLAIR STREET COLAC 3250,143.5731944,-38.33128037,0,0,0,0
193,03e29838-9e39-4ff7-aec3-6a031a592f77,17 SINCLAIR STREET COLAC 3250,143.5727859,-38.33117916,0,0,0,0
194,c6aacbdc-85c7-4e95-a514-aa8b6222f5d4,16 SINCLAIR STREET COLAC 3250,143.5732297,-38.33107947,0,0,0,0
195,321b9b7c-2654-4a24-ba8f-a3cf76e15477,15 SINCLAIR STREET COLAC 3250,143.5728217,-38.33101352,0,0,0,0
196,b351f0da-9037-4ffb-9ebc-d96d077b978e,14 SINCLAIR STREET COLAC 3250,143.5732602,-38.33092481,0,0,0,0
197,0edb7cc4-fbdf-4bfe-88df-94b621a58607,13 SINCLAIR STREET COLAC 3250,143.5728479,-38.33087087,0,0,0,0
198,07cda119-701b-4ee0-96f5-18c2031482d4,11 SINCLAIR STREET COLAC 3250,143.572874,-38.33072816,0,0,0,0
199,8f29b8a0-48c6-462e-a644-d7e198d60a77,12 SINCLAIR STREET COLAC 3250,143.5732953,-38.33072073,0,0,0,0
200,eebdfabd-fabc-4bf3-a5bb-1b2cb9b137cf,9 SINCLAIR STREET COLAC 3250,143.5729002,-38.33058552,0,0,0,0
